customer_id,age,gender,city,income_bracket,tenure_months,card_type
C101277,35,F,Lucasland,Affluent,99,Gold
C101278,46,M,North Stephen,Low,142,Gold
C101279,24,M,Benjaminland,Mid,22,Green
C101280,41,M,East Lauraside,Mid,51,Gold
C101281,40,M,New Lorraineview,High,151,Gold
C101282,28,M,Hughesfurt,Mid,176,Gold
C101283,59,M,Stewartfurt,Low,104,Green
C101284,35,F,New Adamland,Mid,178,Platinum
C101285,36,M,Lake Melaniestad,Mid,89,Green
C101286,26,M,West Kristinport,Low,141,Green
C101287,36,F,West Kathymouth,Mid,138,Centurion
C101288,63,F,Fostertown,Low,9,Platinum
C101289,35,F,Moorebury,Low,79,Green
C101290,43,F,Lake Peter,Mid,52,Platinum
C101291,48,M,Susanberg,Low,130,Green
C101292,36,M,Ericastad,Mid,153,Gold
C101293,33,F,New Nancyberg,High,13,Gold
C101294,43,M,North Adamfurt,High,51,Gold
C101295,35,F,West Jasonstad,Mid,34,Gold
C101296,34,M,South Rebecca,Low,35,Green
C101297,48,F,East Jack,Low,131,Green
C101298,37,F,Jamesburgh,Mid,120,Gold
C101299,51,F,Port Karenside,High,70,Green
C101300,36,M,Newmanland,Low,176,Centurion
C101301,23,F,Emilyview,Affluent,147,Gold
C101302,21,F,East Jessicafort,Low,67,Green
C101303,21,M,Michaelbury,Mid,103,Gold
C101304,21,F,West Christineborough,High,73,Green
C101305,40,M,Toddmouth,High,116,Green
C101306,27,M,Heatherberg,High,133,Gold
C101307,21,M,Lindseychester,High,67,Centurion
C101308,36,F,North Lawrence,Mid,139,Gold
C101309,26,M,Lake Jodi,High,121,Green
C101310,43,F,Hillstad,Low,94,Gold
C101311,42,F,Lake Jessica,High,129,Green
C101312,43,F,Fordstad,Mid,91,Green
C101313,21,M,Tonyville,High,92,Platinum
C101314,38,M,Lake Catherine,Mid,63,Centurion
C101315,36,M,Micheleberg,Mid,29,Green
C101316,24,M,West Jessica,Mid,12,Gold
C101317,21,F,Lake Charlestown,High,77,Centurion
C101318,36,F,Port Bonniefurt,Low,41,Green
C101319,49,M,North Andrea,Low,130,Green
C101320,21,M,Valdezberg,Mid,37,Platinum
C101321,28,F,Philipshire,Low,173,Gold
C101322,39,M,Dennishaven,High,176,Green
C101323,50,F,South Michaeltown,Mid,24,Green
C101324,34,M,Port Tamara,Affluent,99,Green
C101325,59,F,Port Willie,Mid,150,Gold
C101326,21,F,Mooreshire,Low,100,Platinum
C101327,21,F,Lake Jessica,High,139,Gold
C101328,49,M,Billyfort,High,58,Gold
C101329,21,F,North Joseph,Mid,174,Green
C101330,43,F,North Elizabeth,Mid,29,Green
C101331,34,M,Paulmouth,High,163,Green
C101332,28,M,North Tinamouth,Mid,143,Platinum
C101333,33,F,Lake Tanyaview,Affluent,60,Gold
C101334,23,M,Bethshire,Affluent,95,Green
C101335,34,M,South Desiree,High,42,Gold
C101336,38,M,Brianaland,Low,43,Platinum
C101337,33,F,Nicholasbury,High,74,Gold
C101338,31,F,Gomezstad,Low,177,Green
C101339,40,F,Sparkstown,Low,160,Green
C101340,56,F,South Gabriel,Mid,64,Green
C101341,35,F,New Dawnborough,Mid,2,Platinum
C101342,47,F,East Eric,High,152,Gold
C101343,27,F,Lake Jerrymouth,High,66,Gold
C101344,23,F,South Emmafort,High,166,Platinum
C101345,42,M,New Evan,Mid,31,Centurion
C101346,35,F,Johnsonton,Mid,115,Green
C101347,50,F,New Brittany,Mid,26,Green
C101348,52,M,Lake William,Affluent,29,Gold
C101349,47,M,North Gabriel,Low,78,Green
C101350,46,F,New Susan,High,25,Platinum
C101351,21,M,Lake Jessicaport,Mid,48,Platinum
C101352,42,M,East Shanefort,Mid,65,Gold
C101353,47,M,Jacksonchester,High,67,Green
C101354,24,M,Port Brandi,Mid,90,Green
C101355,38,F,New Donna,High,146,Green
C101356,26,M,Garymouth,Affluent,137,Platinum
C101357,49,M,Carlsonland,Mid,38,Green
C101358,27,M,South Paul,Mid,87,Green
C101359,29,F,North Jameshaven,Mid,149,Green
C101360,32,F,Serranoville,Affluent,65,Centurion
C101361,62,F,South Rachel,Mid,149,Gold
C101362,49,F,Port Amandaville,Mid,27,Platinum
C101363,55,M,South Donnaside,Mid,106,Platinum
C101364,21,F,Port Erikachester,High,123,Gold
C101365,24,F,Woodton,Low,44,Green
C101366,52,F,Perezfort,High,100,Green
C101367,21,M,Bellshire,Affluent,28,Gold
C101368,30,M,South Dennisfort,Low,173,Platinum
C101369,60,F,Port Christopher,Mid,17,Green
C101370,27,M,Scotttown,Affluent,127,Green
C101371,21,M,New Alexandrahaven,Low,123,Gold
C101372,38,F,South Diamondmouth,High,168,Green
C101373,21,M,Coxberg,Mid,131,Gold
C101374,51,F,Pearsonview,Mid,76,Green
C101375,28,M,Melissachester,High,46,Green
C101376,25,F,Cherylfurt,Mid,158,Green
C101377,38,M,South Andrea,Mid,69,Gold
C101378,33,F,Whiteside,Mid,137,Gold
C101379,40,M,Kingport,Mid,85,Green
C101380,43,F,Kimfurt,Low,11,Platinum
C101381,35,F,Port Michelle,Mid,69,Green
C101382,25,M,Lake Jerryburgh,Affluent,99,Green
C101383,46,F,East Williammouth,Mid,91,Gold
C101384,30,F,East Paultown,High,159,Green
C101385,28,M,Port Dustinchester,Mid,161,Gold
C101386,39,M,North Josestad,High,167,Centurion
C101387,21,M,New Benjaminfurt,Low,94,Gold
C101388,42,M,Mendezhaven,Affluent,174,Gold
C101389,40,F,Jenniferton,Mid,165,Gold
C101390,50,M,Lake Troy,Mid,115,Green
C101391,32,F,East Melissahaven,Low,31,Gold
C101392,52,M,Jameshaven,Low,11,Green
C101393,43,M,New Gavin,Mid,87,Centurion
C101394,37,M,West Johntown,Mid,121,Green
C101395,57,M,North Wendy,High,130,Gold
C101396,39,F,Gomezfurt,Mid,105,Platinum
C101397,32,M,Willishaven,Mid,27,Platinum
C101398,39,F,Lake Janeland,Mid,2,Centurion
C101399,32,M,Jessicaside,High,103,Gold
C101400,42,M,Michaelview,Low,101,Green
C101401,52,M,New Sylvia,Low,21,Platinum
C101402,37,M,Spearsshire,Low,58,Green
C101403,38,M,West Gregoryhaven,High,133,Green
C101404,46,M,New Charlesport,High,180,Gold
C101405,51,F,Staceyhaven,Mid,173,Gold
C101406,33,F,Nancyshire,High,85,Platinum
C101407,39,F,Heatherfurt,High,93,Centurion
C101408,46,M,Carrillomouth,Mid,20,Platinum
C101409,41,M,Maldonadoshire,High,61,Green
C101410,21,F,South Darrenland,Mid,38,Gold
C101411,48,F,Schultzbury,Low,148,Platinum
C101412,43,M,Port Leslie,Mid,25,Centurion
C101413,44,M,Zacharytown,Low,130,Green
C101414,24,M,Johnland,Mid,121,Green
C101415,39,F,Nunezmouth,Affluent,160,Platinum
C101416,47,F,New Sarahfort,Low,26,Green
C101417,28,M,Michaelshire,Low,169,Gold
C101418,31,M,Ianborough,Mid,67,Green
C101419,47,M,Mclaughlinbury,Affluent,1,Gold
C101420,30,M,Port Joseph,Mid,51,Gold
C101421,35,F,East Mary,Mid,5,Green
C101422,26,F,Ericville,Low,13,Gold
C101423,58,M,North Emmafort,Low,147,Green
C101424,43,F,Port Mercedeston,Affluent,140,Green
C101425,35,M,Watsonmouth,Affluent,48,Green
C101426,33,F,Villanuevashire,Low,153,Gold
C101427,24,F,Travishaven,Affluent,57,Green
C101428,36,M,Raymondshire,Mid,115,Gold
C101429,45,F,North Alicia,High,35,Gold
C101430,29,M,Mendozaside,Mid,76,Gold
C101431,39,M,New Michaelburgh,Mid,94,Gold
C101432,33,M,Brayhaven,Mid,5,Gold
C101433,53,M,Stewarttown,High,22,Green
C101434,30,F,Lake Jasonshire,Low,103,Gold
C101435,46,M,West Michaelview,Low,175,Green
C101436,53,F,New Jose,Mid,131,Platinum
C101437,33,F,Thomasmouth,High,124,Platinum
C101438,31,M,Ivanchester,Mid,53,Green
C101439,48,M,South Jaclyn,High,159,Gold
C101440,21,M,Michaelfurt,Affluent,69,Platinum
C101441,42,M,Shannonshire,Low,104,Green
C101442,21,M,New Gina,High,161,Gold
C101443,51,F,Lake Josephbury,Mid,178,Green
C101444,35,M,Chaseborough,High,16,Gold
C101445,37,F,Port Susan,Low,116,Platinum
C101446,30,M,South Linda,High,76,Gold
C101447,21,M,South Victor,High,109,Gold
C101448,51,M,Kristenport,Affluent,39,Platinum
C101449,36,M,Annashire,High,89,Gold
C101450,73,M,South Coreyburgh,Mid,174,Gold
C101451,29,F,East Lisafort,Mid,112,Gold
C101452,30,F,South Julieview,High,47,Gold
C101453,28,M,Michaelside,Mid,172,Platinum
C101454,36,F,Mauricechester,Low,137,Centurion
C101455,55,M,West Michelleborough,Affluent,128,Platinum
C101456,49,M,Port Justin,High,178,Gold
C101457,21,F,Emilyfort,High,77,Green
C101458,51,F,Prestonfurt,Mid,15,Platinum
C101459,45,F,Stevenberg,High,36,Gold
C101460,43,M,Lake Lindsey,Mid,63,Platinum
C101461,30,F,Robertshire,High,69,Green
C101462,31,F,Sweeneyland,Low,169,Platinum
C101463,39,M,East Matthewmouth,High,74,Green
C101464,31,F,Deniseview,Affluent,24,Green
C101465,52,F,Nelsonmouth,Low,49,Gold
C101466,31,F,Juliehaven,Affluent,146,Gold
C101467,21,F,Gutierrezburgh,Mid,7,Green
C101468,23,M,East Jessicaview,High,4,Gold
C101469,24,F,East Garrettville,High,90,Green
C101470,35,M,North Sharonfort,Mid,60,Green
C101471,40,F,North Kellihaven,High,55,Green
C101472,38,F,North Joseberg,High,16,Platinum
C101473,43,F,Lake Sarahfurt,Mid,29,Green
C101474,35,M,Jeromeport,Mid,151,Green
C101475,35,F,Simsberg,High,14,Gold
C101476,57,M,North Austin,High,79,Gold
C101477,51,F,Michellemouth,High,177,Platinum
C101478,42,F,Mcdonaldside,High,33,Platinum
C101479,48,M,Amyberg,Mid,153,Platinum
C101480,21,M,New Carla,High,21,Green
C101481,28,F,Millsside,Low,145,Gold
C101482,33,M,Reginafort,Mid,23,Gold
C101483,29,M,Port Christopher,Low,57,Green
C101484,21,M,Michaelview,Mid,142,Green
C101485,42,M,West Alex,Mid,93,Gold
C101486,53,F,West Justin,Mid,20,Green
C101487,37,F,Lake Sandrafort,High,158,Centurion
C101488,45,F,Albertchester,Mid,19,Platinum
C101489,37,M,Carlatown,Mid,103,Green
C101490,33,F,Jacobside,Mid,77,Green
C101491,48,F,Fosterburgh,Mid,151,Centurion
C101492,22,F,Claytonbury,Mid,33,Green
C101493,21,M,Christianbury,Low,18,Platinum
C101494,22,M,Justinside,Mid,73,Gold
C101495,47,F,Robertland,High,161,Platinum
C101496,38,M,East Keith,Mid,160,Gold
C101497,42,F,Williamsonview,Mid,17,Green
C101498,56,F,Lopeztown,Mid,19,Green
C101499,25,M,North Tara,High,70,Gold
C101500,51,F,East Teresaport,Mid,120,Platinum
C101501,33,M,Davidmouth,Mid,101,Green
C101502,31,M,East Christophertown,Low,34,Gold
C101503,38,M,Robinsonchester,Mid,84,Green
C101504,40,M,Kristifort,Mid,153,Platinum
C101505,35,M,Steventon,Mid,74,Platinum
C101506,44,M,Christopherberg,Mid,88,Green
C101507,38,M,West Kimberlyland,Mid,85,Green
C101508,35,M,Whiteview,Mid,11,Green
C101509,33,F,Claytonville,High,91,Gold
C101510,40,M,South Kelsey,High,144,Gold
C101511,23,M,Wrightton,High,127,Green
C101512,26,M,South Jill,Affluent,113,Centurion
C101513,33,M,New Elizabethborough,Low,80,Gold
C101514,43,F,Priceport,Low,7,Gold
C101515,61,F,Ericton,Low,16,Green
C101516,36,F,West Timothyport,Mid,16,Green
C101517,21,M,West Paige,High,168,Gold
C101518,29,F,North Joel,Mid,12,Gold
C101519,45,F,Nguyenburgh,Affluent,35,Gold
C101520,27,M,Brendafurt,Low,21,Platinum
C101521,23,M,North Tanya,Affluent,178,Gold
C101522,45,M,Barkerberg,Mid,171,Green
C101523,43,F,Kellibury,Low,17,Platinum
C101524,21,M,South Christopher,Mid,32,Gold
C101525,28,F,Sarahton,Mid,41,Green
C101526,51,M,West Deannaside,Mid,134,Green
C101527,47,F,East Tonymouth,Mid,27,Platinum
C101528,24,F,Lindamouth,High,148,Platinum
C101529,21,F,North Hannah,Mid,153,Green
C101530,40,F,Jenniferview,Mid,66,Green
C101531,34,F,South Jasmineside,Mid,137,Gold
C101532,39,F,Amyfort,High,92,Platinum
C101533,44,F,New Jacob,Mid,61,Green
C101534,27,M,Mariomouth,Mid,166,Platinum
C101535,33,M,Mikaylaside,Low,3,Green
C101536,28,M,North Amanda,Low,103,Green
C101537,28,M,Phillipsview,High,55,Green
C101538,44,F,Shawnhaven,Low,1,Green
C101539,39,M,Grosstown,Mid,101,Green
C101540,21,F,Kimberlybury,High,45,Platinum
C101541,45,M,Jenniferside,Low,175,Green
C101542,34,M,Leefort,Mid,26,Green
C101543,46,M,New Justin,Mid,121,Green
C101544,26,M,Davidsonville,Affluent,142,Platinum
C101545,27,M,New Donnaton,Mid,46,Platinum
C101546,40,F,East Morgan,High,122,Green
C101547,25,F,North Todd,Mid,31,Gold
C101548,34,F,North Ashleyfurt,Low,59,Green
C101549,24,F,Foxshire,Mid,29,Gold
C101550,33,F,Brandonbury,Affluent,106,Green
C101551,37,F,North Sarahborough,Mid,17,Gold
C101552,38,M,Hebertland,High,142,Gold
C101553,33,M,Owenton,High,164,Gold
C101554,41,M,Angelachester,Mid,24,Green
C101555,39,M,Lauraton,Mid,109,Green
C101556,37,M,Allisonland,Mid,91,Gold
C101557,31,F,Christianborough,Mid,25,Gold
C101558,49,F,North Jessicaside,High,32,Green
C101559,42,F,Lopezhaven,Affluent,116,Platinum
C101560,26,M,New Colleen,Mid,82,Gold
C101561,45,M,New Kara,Mid,110,Green
C101562,47,F,Reeseshire,High,146,Green
C101563,37,M,Emilychester,Mid,37,Centurion
C101564,37,F,East Lauraside,High,26,Green
C101565,21,M,Wagnerburgh,Mid,137,Platinum
C101566,28,F,Mahoneymouth,High,64,Gold
C101567,47,F,Meganchester,Low,72,Green
C101568,29,F,Mckenziemouth,Mid,148,Gold
C101569,36,F,New Amy,Mid,106,Green
C101570,28,M,Cannonview,Mid,86,Green
C101571,40,M,Suzannemouth,Low,158,Green
C101572,42,M,Smithton,High,53,Platinum
C101573,42,M,Caitlinhaven,High,92,Gold
C101574,25,M,West Adam,Mid,99,Green
C101575,39,F,East Melissa,Low,11,Green
C101576,55,M,Port Lynnview,Low,31,Gold
C101577,46,F,North Benjamin,Mid,177,Green
C101578,39,F,Ericview,Mid,100,Green
C101579,21,F,Pamelabury,Mid,87,Green
C101580,35,F,West Lisa,Mid,147,Gold
C101581,56,F,New Ricardoborough,Mid,140,Green
C101582,52,F,Lake Markfort,Mid,15,Gold
C101583,43,F,South Margaret,Mid,159,Gold
C101584,30,F,New Dawnton,Affluent,171,Centurion
C101585,38,M,Millerton,Low,101,Platinum
C101586,46,M,Michaelchester,High,165,Gold
C101587,48,F,Conradville,Mid,29,Gold
C101588,41,M,Lake Denise,Mid,114,Platinum
C101589,47,F,Lake Kimberlyfurt,High,107,Gold
C101590,37,M,West Alicemouth,High,154,Gold
C101591,36,M,West Wayne,Affluent,108,Green
C101592,32,M,East Brent,Low,130,Platinum
C101593,42,M,Maddoxshire,Low,84,Green
C101594,49,M,East Ryanfurt,High,15,Green
C101595,45,M,East Matthew,Mid,132,Gold
C101596,24,F,Duncanton,Mid,50,Platinum
C101597,25,M,Bakerfurt,Low,166,Gold
C101598,50,F,Ayalaberg,Low,23,Platinum
C101599,39,M,South Anita,High,59,Platinum
C101600,40,F,Fostershire,Low,90,Gold
C101601,40,F,New Christina,Mid,115,Gold
C101602,57,F,East Charles,Mid,75,Gold
C101603,33,F,Morrisshire,Mid,156,Platinum
C101604,50,F,North Emilychester,Low,123,Gold
C101605,40,M,Michaelmouth,Mid,136,Platinum
C101606,21,M,Brittneytown,Low,157,Green
C101607,28,M,Garystad,High,139,Green
C101608,31,M,Hansonmouth,Mid,18,Green
C101609,50,M,Port Jesusstad,Mid,50,Gold
C101610,51,F,Port Jessica,High,142,Platinum
C101611,41,M,North Jodibury,High,118,Green
C101612,32,M,Port Marissa,Mid,137,Green
C101613,27,F,Alexanderville,Mid,139,Green
C101614,50,F,Shannontown,Mid,108,Gold
C101615,23,F,Jasonside,High,67,Green
C101616,36,F,East Amy,Affluent,167,Green
C101617,64,M,Anaberg,High,78,Platinum
C101618,32,F,South Brandyhaven,Mid,156,Green
C101619,24,M,West Georgeport,High,75,Gold
C101620,21,M,Port Heather,Mid,39,Gold
C101621,64,M,Briantown,Low,25,Gold
C101622,41,F,South Donnastad,Mid,21,Green
C101623,28,M,North Kellyfurt,Affluent,138,Platinum
C101624,35,F,South William,Low,171,Gold
C101625,30,M,West Toddside,High,15,Green
C101626,21,M,East Jamesmouth,Mid,48,Green
C101627,46,M,North Johnhaven,Mid,86,Green
C101628,38,M,Matthewfurt,Low,149,Platinum
C101629,45,F,North Michael,Mid,116,Gold
C101630,38,F,Michaelport,High,50,Green
C101631,39,M,New Joshua,Mid,151,Green
C101632,21,F,Lake Jonathanfurt,High,141,Platinum
C101633,47,F,New Stacybury,High,69,Platinum
C101634,26,M,West Penny,Affluent,4,Gold
C101635,28,F,North Jessica,Mid,78,Gold
C101636,32,F,South John,Mid,9,Platinum
C101637,21,M,South Tara,Low,121,Gold
C101638,31,M,Shaneberg,Affluent,115,Gold
C101639,30,M,Lake Dillon,Affluent,163,Green
C101640,33,M,Port Devin,Mid,101,Platinum
C101641,21,M,South Wendy,High,149,Green
C101642,48,F,Lake Sarah,Mid,146,Green
C101643,42,F,West Carlos,Mid,97,Platinum
C101644,28,M,East Lonnieberg,Low,81,Gold
C101645,31,M,Port Lucaschester,High,43,Platinum
C101646,47,F,Turnerview,Low,95,Gold
C101647,35,M,Port Jacob,High,6,Platinum
C101648,24,F,East Anthony,High,67,Green
C101649,37,F,Catherinebury,High,140,Gold
C101650,26,F,East Grace,Low,100,Green
C101651,30,F,Christopherfort,Mid,12,Green
C101652,37,M,New Meghan,Mid,66,Green
C101653,49,M,Josephstad,Mid,2,Gold
C101654,60,F,Port Paul,Low,143,Green
C101655,52,F,Taylorborough,Affluent,151,Gold
C101656,37,M,North Ricky,Mid,157,Green
C101657,62,M,West Stephaniebury,Mid,81,Green
C101658,44,F,Port James,Mid,135,Gold
C101659,27,M,South Michelle,Mid,156,Centurion
C101660,39,M,Wattsmouth,Mid,142,Green
C101661,30,F,South Richard,Mid,172,Gold
C101662,24,M,New Jillfurt,Affluent,158,Centurion
C101663,25,M,Phillipshire,Mid,160,Gold
C101664,36,F,New Danielmouth,Affluent,70,Gold
C101665,46,F,East Aprilfurt,High,115,Green
C101666,49,M,New Paulton,Mid,88,Gold
C101667,24,M,West Scott,Affluent,6,Green
C101668,34,F,Kimport,Low,27,Gold
C101669,43,M,Jacksonport,High,82,Platinum
C101670,39,M,Lake Zacharyberg,Mid,88,Gold
C101671,45,M,Gallegosmouth,High,120,Green
C101672,33,F,Lake Vincentburgh,High,24,Platinum
C101673,52,F,South Robert,High,102,Gold
C101674,37,F,Johnsonmouth,High,34,Platinum
C101675,46,F,South Christopher,Mid,168,Gold
C101676,33,F,Heatherburgh,Low,47,Green
C101677,38,M,North Dannymouth,Mid,24,Gold
C101678,21,F,Christopherfurt,Low,65,Gold
C101679,28,F,South Andrea,High,18,Green
C101680,35,F,Port Georgemouth,Mid,44,Gold
C101681,39,M,East Misty,Affluent,76,Gold
C101682,67,F,Port Jennifer,Mid,57,Gold
C101683,33,F,Parkermouth,High,107,Green
C101684,22,M,Courtneyville,Low,156,Gold
C101685,56,F,East Adam,High,124,Green
C101686,49,F,Alexanderfort,Affluent,151,Gold
C101687,25,F,Stephenstown,Mid,162,Green
C101688,43,M,Youngshire,Mid,139,Green
C101689,47,M,Chavezmouth,High,163,Green
C101690,39,F,New Carolbury,Low,116,Green
C101691,41,F,Christineside,Mid,93,Gold
C101692,31,F,North Jack,Mid,42,Centurion
C101693,43,F,Lake Michaelberg,Low,28,Gold
C101694,32,M,Lake Belindaport,Mid,123,Gold
C101695,21,F,Samanthaton,Low,24,Platinum
C101696,40,F,South Victoriaburgh,Low,136,Platinum
C101697,21,F,Cherylshire,Low,106,Platinum
C101698,49,F,South Kara,Affluent,118,Green
C101699,25,F,Sarahland,Mid,53,Gold
C101700,21,F,Marcusfurt,Affluent,132,Platinum
C101701,21,M,Port Ronaldside,Mid,100,Platinum
C101702,37,M,West Thomasville,Mid,5,Gold
C101703,40,M,Markchester,Mid,49,Green
C101704,22,M,Lake Jason,Mid,98,Centurion
C101705,26,M,North Ashleyhaven,Low,30,Gold
C101706,37,F,South Jenniferport,Mid,72,Green
C101707,48,F,Lynchmouth,Mid,103,Green
C101708,24,F,Aliciastad,Mid,63,Gold
C101709,42,M,New Anna,High,175,Green
C101710,21,F,Vasquezburgh,Low,26,Green
C101711,41,F,Lake Kelly,Low,37,Centurion
C101712,46,F,North David,High,7,Green
C101713,43,F,Garrettville,Mid,127,Gold
C101714,48,F,Port Christina,Low,168,Platinum
C101715,48,M,Gutierrezmouth,Affluent,92,Gold
C101716,58,F,Annborough,Low,167,Green
C101717,39,F,Lake Jamesport,High,103,Gold
C101718,58,M,Kristyport,Affluent,53,Green
C101719,27,F,Williammouth,Mid,132,Green
C101720,35,M,North Ginamouth,Low,108,Gold
C101721,36,M,Ramseytown,Low,112,Platinum
C101722,26,F,East Mark,Mid,153,Gold
C101723,21,M,Sandrafort,Low,7,Green
C101724,47,F,Roblesberg,High,156,Gold
C101725,27,F,Mooremouth,Low,67,Green
C101726,33,F,Stevenchester,Mid,108,Gold
C101727,55,M,Port Adrianashire,Affluent,111,Green
C101728,44,F,Angelatown,High,148,Platinum
C101729,57,F,New Gina,Mid,83,Green
C101730,39,F,Carlberg,Mid,124,Green
C101731,44,F,Marymouth,Mid,139,Gold
C101732,35,M,Simsburgh,Mid,104,Green
C101733,28,F,Lopezville,Mid,67,Gold
C101734,44,F,Janetmouth,Low,7,Platinum
C101735,33,M,West Robertfort,High,151,Green
C101736,45,M,West Shannon,Mid,110,Green
C101737,31,F,Javierport,Low,34,Centurion
C101738,36,M,North Neil,Mid,106,Gold
C101739,36,F,Port Jamesland,Mid,147,Centurion
C101740,49,M,Hunterfort,High,58,Green
C101741,33,F,East Matthew,High,9,Green
C101742,51,F,Oconnorhaven,High,48,Green
C101743,28,F,Kimberlyberg,Low,115,Green
C101744,40,F,Port Tonihaven,Mid,41,Gold
C101745,30,F,East Jenny,Mid,48,Green
C101746,50,F,Hugheshaven,Low,173,Gold
C101747,28,F,North Larryton,Mid,25,Green
C101748,30,F,West Steventon,High,116,Platinum
C101749,24,M,New Katieport,Low,78,Green
C101750,39,F,New Katherineborough,Mid,108,Green
C101751,44,M,Jamesport,Mid,25,Gold
C101752,43,F,Amandamouth,Low,147,Green
C101753,36,M,West Edwardview,Mid,39,Gold
C101754,30,M,North Susanside,Affluent,119,Gold
C101755,34,M,East Amyside,High,79,Platinum
C101756,35,M,Josephport,Affluent,80,Gold
C101757,40,M,East Charles,Mid,27,Gold
C101758,40,F,Amberton,Low,104,Centurion
C101759,57,F,North Thomas,Mid,74,Centurion
C101760,38,M,North Patrickland,Mid,68,Gold
C101761,41,M,Myersshire,High,147,Gold
C101762,38,F,Jensenport,Low,28,Gold
C101763,34,M,Lisaside,Mid,123,Green
C101764,41,F,Port Kathyshire,Low,161,Centurion
C101765,33,M,North Lisa,Mid,138,Gold
C101766,37,F,Davisport,High,83,Green
C101767,50,M,Ruizbury,Mid,30,Green
C101768,32,M,Port Paula,Mid,22,Green
C101769,42,F,Robertafurt,Mid,3,Green
C101770,21,M,Lake Samantha,Mid,101,Green
C101771,35,F,Kristinamouth,High,105,Gold
C101772,32,F,Freemanland,High,176,Green
C101773,39,F,Rodriguezfort,Affluent,2,Gold
C101774,35,F,Singletonport,High,54,Green
C101775,39,M,Cassandraberg,Mid,6,Green
C101776,33,F,South Lisaville,High,107,Gold
C101777,42,M,Angelaland,Mid,168,Platinum
C101778,21,F,Amandafurt,Mid,123,Gold
C101779,39,F,Allenbury,High,2,Gold
C101780,27,M,South Patrick,Low,111,Gold
C101781,50,M,Jaredshire,Affluent,2,Green
C101782,27,F,Muellerchester,Mid,93,Green
C101783,48,F,Amybury,Mid,101,Green
C101784,37,F,Lake Elizabeth,High,97,Gold
C101785,21,F,Wilsonmouth,High,111,Gold
C101786,28,M,Angelamouth,Mid,6,Gold
C101787,47,F,West Stephanie,Mid,127,Green
C101788,46,F,New Danielfurt,Low,104,Platinum
C101789,23,M,Troyton,Mid,147,Green
C101790,55,M,East Lisashire,Low,155,Green
C101791,37,F,Port Dwayneberg,High,1,Green
C101792,47,F,Schmidtfurt,Mid,33,Gold
C101793,24,M,Gonzalezmouth,High,40,Green
C101794,32,F,Ashleyport,Low,32,Gold
C101795,42,F,Robbinsstad,Low,17,Platinum
C101796,34,F,New Alanhaven,High,126,Green
C101797,21,M,Abbottport,Low,8,Gold
C101798,35,F,West Rachelton,Low,57,Green
C101799,21,M,Lake Annstad,Low,42,Green
C101800,26,F,Port Juliantown,Affluent,98,Green
C101801,22,M,South Jacqueline,High,137,Centurion
C101802,50,F,Garrettfurt,Mid,120,Gold
C101803,53,M,Jamesside,Mid,87,Platinum
C101804,41,F,Lake Glenn,Mid,163,Green
C101805,35,M,East Angela,High,54,Platinum
C101806,38,M,Maryberg,High,84,Platinum
C101807,50,M,Whitneyberg,Low,25,Gold
C101808,21,M,North Charles,Low,67,Platinum
C101809,26,F,East Jenniferfort,Low,174,Green
C101810,49,M,Proctorberg,High,152,Gold
C101811,51,M,East Dawnchester,High,46,Gold
C101812,44,M,Englishchester,Mid,22,Gold
C101813,26,M,South William,Low,139,Platinum
C101814,48,M,Cruzbury,Low,176,Green
C101815,52,M,South Cassandra,Affluent,8,Green
C101816,45,F,Bradfordbury,Mid,39,Green
C101817,21,M,Robertside,High,163,Platinum
C101818,39,F,Arthurton,Mid,49,Platinum
C101819,44,M,Bushville,Mid,46,Gold
C101820,32,M,Nixonland,Mid,38,Gold
C101821,40,F,Lake Jessica,Low,136,Gold
C101822,32,F,Stevenland,Mid,54,Gold
C101823,28,M,East Thomasland,High,165,Green
C101824,54,M,Chloemouth,Mid,92,Gold
C101825,40,M,South Shawnfort,Mid,40,Gold
C101826,25,F,Robertport,Low,34,Gold
C101827,22,F,Garyport,Affluent,96,Green
C101828,28,F,Bryanfort,High,79,Platinum
C101829,28,M,New Brett,Mid,127,Platinum
C101830,39,F,Lisatown,Affluent,17,Gold
C101831,43,F,Toddberg,Mid,161,Gold
C101832,43,F,Port Kristenview,Mid,175,Gold
C101833,29,F,New Juan,High,110,Gold
C101834,48,F,Alexisville,High,52,Green
C101835,51,F,New Joanne,High,118,Platinum
C101836,35,F,Woodburgh,Low,9,Gold
C101837,26,M,Kimberlybury,Mid,33,Gold
C101838,39,F,Whitehaven,Affluent,113,Gold
C101839,61,F,West Traceyberg,Mid,149,Gold
C101840,26,M,Port Tyler,Mid,85,Platinum
C101841,32,M,Townsendbury,Mid,10,Gold
C101842,38,M,Barberburgh,Mid,6,Platinum
C101843,43,M,New Jessica,Mid,115,Gold
C101844,21,F,Brianview,Affluent,121,Centurion
C101845,52,M,North Garyfurt,Mid,141,Platinum
C101846,52,F,Turnerside,Low,65,Green
C101847,33,M,South Frances,Low,20,Platinum
C101848,67,M,Wellsberg,High,57,Gold
C101849,51,F,Smithmouth,Mid,46,Centurion
C101850,50,F,Gregoryhaven,Mid,136,Gold
C101851,51,M,North Samanthastad,High,10,Green
C101852,50,F,Bishopview,High,113,Green
C101853,37,M,Josephville,High,139,Gold
C101854,36,M,Destinyfurt,Affluent,12,Platinum
C101855,27,F,Mejiabury,Mid,138,Gold
