offer_id,merchant_id,category,offer_type,discount_pct,min_spend,start_date,end_date
O5375,M2019,Fuel,Cashback,30,2000,2024-04-22,2024-06-21
O5376,M2098,Entertainment,Bonus Points,15,1000,2024-12-04,2025-01-18
O5377,M2067,Travel,Cashback,5,0,2024-03-02,2024-04-01
O5378,M2017,Entertainment,Bonus Points,20,500,2024-08-14,2024-09-28
O5379,M2032,Retail,Bonus Points,30,500,2024-06-22,2024-09-20
O5380,M2124,Electronics,Discount,15,0,2024-05-13,2024-08-11
O5381,M2063,Grocery,Bonus Points,15,2000,2024-10-11,2024-12-10
O5382,M2068,Fuel,Cashback,30,0,2024-10-01,2024-10-31
O5383,M2145,Entertainment,Bonus Points,30,1000,2024-04-23,2024-07-22
O5384,M2044,Retail,Discount,20,1000,2024-04-17,2024-05-02
O5385,M2109,Fuel,Cashback,30,2000,2024-05-22,2024-06-06
O5386,M2019,Fuel,Discount,10,500,2024-02-26,2024-04-26
O5387,M2034,Retail,Statement Credit,5,1000,2024-10-20,2024-12-19
O5388,M2133,Fuel,Discount,30,0,2024-10-03,2024-12-02
O5389,M2090,Grocery,Statement Credit,10,1000,2025-05-06,2025-08-04
O5390,M2008,Health & Wellness,Statement Credit,20,0,2024-02-20,2024-03-21
O5391,M2018,Fuel,Bonus Points,20,2000,2025-02-26,2025-04-27
O5392,M2102,Fuel,Cashback,25,0,2025-04-15,2025-05-30
O5393,M2084,Travel,Bonus Points,25,0,2024-10-02,2024-12-01
O5394,M2062,Retail,Cashback,20,500,2024-08-21,2024-11-19
O5395,M2094,Grocery,Discount,25,1000,2024-08-29,2024-09-28
O5396,M2134,Fuel,Statement Credit,15,1000,2024-09-14,2024-11-13
O5397,M2036,Electronics,Statement Credit,10,0,2024-08-24,2024-09-08
O5398,M2088,Health & Wellness,Statement Credit,20,0,2024-02-01,2024-04-01
O5399,M2091,Electronics,Discount,15,0,2025-01-01,2025-03-02
O5400,M2035,Fuel,Discount,5,500,2024-12-13,2025-01-12
O5401,M2016,Health & Wellness,Bonus Points,5,500,2024-09-04,2024-10-19
O5402,M2089,Retail,Bonus Points,25,500,2024-05-11,2024-07-10
O5403,M2091,Electronics,Cashback,25,1000,2024-09-19,2024-11-18
O5404,M2048,Retail,Cashback,15,500,2024-09-15,2024-12-14
O5405,M2080,Grocery,Statement Credit,5,2000,2024-10-07,2024-11-06
O5406,M2033,Electronics,Discount,30,0,2025-01-02,2025-04-02
O5407,M2136,Dining,Discount,20,1000,2024-09-06,2024-11-05
O5408,M2019,Fuel,Bonus Points,30,1000,2024-09-21,2024-11-20
O5409,M2146,Fuel,Bonus Points,10,0,2024-08-02,2024-08-17
O5410,M2067,Travel,Cashback,25,500,2024-08-02,2024-10-31
O5411,M2076,Grocery,Cashback,15,500,2025-05-11,2025-06-10
O5412,M2101,Travel,Bonus Points,30,0,2024-10-08,2024-12-07
O5413,M2139,Health & Wellness,Bonus Points,25,500,2025-05-02,2025-05-17
O5414,M2124,Electronics,Discount,15,500,2024-11-15,2024-11-30
O5415,M2072,Electronics,Cashback,5,0,2024-01-18,2024-03-03
O5416,M2078,Fuel,Bonus Points,25,500,2025-04-16,2025-05-16
O5417,M2112,Dining,Bonus Points,30,500,2024-12-12,2024-12-27
O5418,M2132,Travel,Statement Credit,15,0,2025-05-07,2025-06-06
O5419,M2024,Travel,Bonus Points,15,0,2024-01-02,2024-03-02
O5420,M2100,Grocery,Bonus Points,30,1000,2024-01-01,2024-02-15
O5421,M2030,Fuel,Discount,25,1000,2024-10-30,2024-11-29
O5422,M2033,Electronics,Bonus Points,10,2000,2025-04-08,2025-05-23
O5423,M2067,Travel,Cashback,20,0,2025-03-22,2025-04-21
O5424,M2121,Fuel,Statement Credit,5,0,2024-12-28,2025-01-27
O5425,M2045,Fuel,Discount,30,0,2024-08-03,2024-11-01
O5426,M2068,Fuel,Cashback,30,500,2024-06-12,2024-07-27
O5427,M2026,Retail,Statement Credit,25,1000,2024-07-09,2024-08-08
O5428,M2044,Retail,Statement Credit,25,500,2024-03-15,2024-06-13
O5429,M2017,Entertainment,Bonus Points,10,1000,2024-01-26,2024-04-25
O5430,M2031,Travel,Statement Credit,5,1000,2024-09-18,2024-11-02
O5431,M2001,Entertainment,Statement Credit,25,5000,2024-10-08,2024-12-07
O5432,M2019,Fuel,Bonus Points,10,0,2024-08-08,2024-09-22
O5433,M2037,Retail,Discount,30,0,2024-02-12,2024-03-13
O5434,M2000,Grocery,Bonus Points,20,0,2024-05-01,2024-06-30
O5435,M2141,Retail,Discount,15,0,2024-05-08,2024-06-22
O5436,M2136,Dining,Statement Credit,20,2000,2024-09-21,2024-11-05
O5437,M2135,Dining,Cashback,20,0,2024-10-09,2024-11-23
O5438,M2015,Retail,Discount,20,500,2024-03-11,2024-04-25
O5439,M2113,Retail,Discount,20,0,2025-01-07,2025-03-08
O5440,M2007,Electronics,Discount,15,0,2025-01-08,2025-02-07
O5441,M2022,Grocery,Discount,30,0,2024-09-15,2024-12-14
O5442,M2072,Electronics,Statement Credit,5,0,2025-03-20,2025-05-04
O5443,M2033,Electronics,Cashback,5,1000,2024-07-19,2024-10-17
O5444,M2017,Entertainment,Discount,30,5000,2024-05-09,2024-08-07
O5445,M2108,Entertainment,Cashback,10,500,2025-01-14,2025-04-14
O5446,M2043,Fuel,Statement Credit,10,500,2024-11-25,2025-01-09
O5447,M2142,Entertainment,Discount,25,0,2024-03-21,2024-05-05
O5448,M2014,Entertainment,Cashback,20,2000,2024-09-10,2024-10-25
O5449,M2092,Travel,Discount,20,0,2025-02-18,2025-04-04
O5450,M2126,Grocery,Discount,15,2000,2024-03-05,2024-03-20
O5451,M2120,Entertainment,Statement Credit,20,500,2025-01-12,2025-02-11
O5452,M2022,Grocery,Discount,15,0,2024-05-25,2024-06-09
O5453,M2070,Fuel,Cashback,25,500,2024-05-13,2024-07-12
O5454,M2108,Entertainment,Cashback,10,5000,2024-04-11,2024-04-26
O5455,M2031,Travel,Statement Credit,10,0,2025-05-03,2025-05-18
O5456,M2113,Retail,Bonus Points,25,0,2024-02-11,2024-02-26
O5457,M2032,Retail,Bonus Points,25,0,2025-01-01,2025-01-31
O5458,M2012,Retail,Statement Credit,30,500,2024-07-14,2024-10-12
O5459,M2115,Health & Wellness,Statement Credit,20,0,2024-12-25,2025-02-23
O5460,M2136,Dining,Bonus Points,10,1000,2024-09-16,2024-11-15
O5461,M2066,Retail,Bonus Points,5,2000,2024-04-08,2024-05-08
O5462,M2031,Travel,Cashback,25,2000,2025-01-22,2025-02-06
O5463,M2072,Electronics,Cashback,10,0,2024-03-05,2024-06-03
O5464,M2104,Fuel,Cashback,10,500,2024-10-23,2024-12-07
O5465,M2128,Dining,Bonus Points,15,0,2025-03-02,2025-04-01
O5466,M2112,Dining,Statement Credit,10,500,2024-08-10,2024-11-08
O5467,M2105,Entertainment,Discount,25,2000,2024-09-01,2024-10-01
O5468,M2068,Fuel,Cashback,20,500,2024-07-01,2024-07-31
O5469,M2068,Fuel,Discount,10,2000,2025-02-06,2025-03-23
O5470,M2060,Entertainment,Statement Credit,5,2000,2024-05-28,2024-08-26
O5471,M2007,Electronics,Bonus Points,25,0,2025-03-17,2025-04-01
O5472,M2006,Travel,Cashback,20,1000,2025-02-17,2025-05-18
O5473,M2144,Travel,Bonus Points,30,0,2024-04-25,2024-07-24
O5474,M2069,Entertainment,Statement Credit,20,500,2025-01-25,2025-02-09
O5475,M2053,Electronics,Cashback,25,0,2025-03-28,2025-05-12
O5476,M2035,Fuel,Statement Credit,30,2000,2024-11-15,2025-02-13
O5477,M2065,Electronics,Statement Credit,20,500,2024-09-14,2024-09-29
O5478,M2002,Fuel,Cashback,5,1000,2025-01-05,2025-02-04
O5479,M2012,Retail,Discount,10,1000,2025-03-26,2025-04-25
O5480,M2028,Travel,Cashback,25,1000,2025-01-18,2025-02-02
O5481,M2056,Retail,Bonus Points,10,1000,2024-03-19,2024-04-18
O5482,M2009,Dining,Discount,10,0,2024-08-18,2024-11-16
O5483,M2062,Retail,Cashback,20,1000,2024-12-22,2025-01-06
O5484,M2072,Electronics,Cashback,25,500,2024-04-28,2024-07-27
O5485,M2107,Fuel,Cashback,10,500,2024-03-14,2024-05-13
O5486,M2100,Grocery,Cashback,15,0,2024-01-09,2024-02-23
O5487,M2095,Fuel,Cashback,5,0,2024-10-05,2024-11-19
O5488,M2096,Dining,Bonus Points,30,2000,2024-09-26,2024-11-10
O5489,M2001,Entertainment,Statement Credit,20,0,2024-02-23,2024-03-09
O5490,M2109,Fuel,Bonus Points,25,500,2025-01-14,2025-03-15
O5491,M2129,Dining,Statement Credit,25,0,2024-02-14,2024-03-30
O5492,M2122,Health & Wellness,Cashback,20,0,2024-08-12,2024-11-10
O5493,M2115,Health & Wellness,Bonus Points,10,0,2024-01-16,2024-03-01
O5494,M2036,Electronics,Statement Credit,20,500,2024-07-30,2024-09-28
O5495,M2129,Dining,Statement Credit,25,2000,2024-07-18,2024-10-16
O5496,M2060,Entertainment,Cashback,15,0,2024-08-28,2024-11-26
O5497,M2039,Health & Wellness,Cashback,10,0,2024-04-11,2024-04-26
O5498,M2024,Travel,Discount,30,500,2025-04-26,2025-05-11
O5499,M2122,Health & Wellness,Discount,20,500,2024-04-04,2024-05-04
O5500,M2036,Electronics,Statement Credit,25,2000,2024-12-30,2025-02-28
O5501,M2026,Retail,Discount,30,500,2024-07-03,2024-10-01
O5502,M2083,Fuel,Bonus Points,25,500,2024-05-15,2024-07-14
O5503,M2043,Fuel,Statement Credit,25,500,2024-01-25,2024-03-10
O5504,M2071,Entertainment,Bonus Points,15,1000,2025-02-28,2025-04-14
O5505,M2131,Electronics,Discount,10,500,2024-11-13,2024-12-13
O5506,M2054,Retail,Bonus Points,20,0,2024-11-28,2025-02-26
O5507,M2072,Electronics,Statement Credit,10,0,2025-02-05,2025-05-06
O5508,M2011,Retail,Bonus Points,25,2000,2024-02-19,2024-03-20
O5509,M2141,Retail,Statement Credit,15,2000,2024-06-17,2024-08-01
O5510,M2005,Health & Wellness,Discount,30,0,2024-10-16,2025-01-14
O5511,M2046,Fuel,Statement Credit,15,2000,2024-04-09,2024-06-08
O5512,M2114,Grocery,Discount,25,500,2025-01-04,2025-04-04
O5513,M2067,Travel,Cashback,10,500,2024-03-21,2024-05-05
O5514,M2058,Grocery,Discount,30,0,2024-01-12,2024-04-11
O5515,M2136,Dining,Statement Credit,10,1000,2024-07-26,2024-10-24
O5516,M2118,Travel,Statement Credit,15,0,2024-03-17,2024-04-01
O5517,M2047,Dining,Cashback,30,1000,2024-03-15,2024-06-13
O5518,M2008,Health & Wellness,Cashback,5,0,2025-04-06,2025-05-06
O5519,M2045,Fuel,Discount,15,1000,2024-06-18,2024-07-18
O5520,M2142,Entertainment,Bonus Points,30,0,2024-11-06,2025-01-05
O5521,M2071,Entertainment,Bonus Points,15,0,2024-12-13,2025-03-13
O5522,M2127,Retail,Cashback,20,0,2025-03-18,2025-05-17
O5523,M2109,Fuel,Discount,15,0,2024-06-27,2024-08-11
O5524,M2144,Travel,Cashback,5,500,2024-03-28,2024-05-12
O5525,M2034,Retail,Cashback,30,0,2025-03-12,2025-03-27
O5526,M2131,Electronics,Statement Credit,30,5000,2025-04-09,2025-04-24
O5527,M2047,Dining,Statement Credit,15,500,2024-09-21,2024-12-20
O5528,M2141,Retail,Statement Credit,10,500,2025-05-08,2025-08-06
O5529,M2045,Fuel,Cashback,20,0,2024-08-09,2024-10-08
O5530,M2047,Dining,Discount,20,500,2025-04-29,2025-06-28
O5531,M2006,Travel,Bonus Points,15,0,2024-01-03,2024-04-02
O5532,M2094,Grocery,Bonus Points,20,1000,2024-04-27,2024-07-26
O5533,M2059,Health & Wellness,Statement Credit,20,0,2024-05-15,2024-05-30
O5534,M2034,Retail,Discount,15,1000,2025-04-10,2025-04-25
O5535,M2147,Grocery,Statement Credit,5,500,2024-07-05,2024-07-20
O5536,M2143,Grocery,Discount,30,5000,2024-01-30,2024-04-29
O5537,M2149,Retail,Discount,15,0,2024-03-07,2024-05-06
O5538,M2018,Fuel,Discount,10,0,2024-11-06,2024-12-06
O5539,M2129,Dining,Cashback,25,500,2025-02-21,2025-03-23
O5540,M2067,Travel,Discount,5,5000,2025-01-13,2025-03-14
O5541,M2097,Health & Wellness,Cashback,15,1000,2024-10-25,2024-12-24
O5542,M2006,Travel,Bonus Points,5,0,2025-02-15,2025-04-16
O5543,M2046,Fuel,Bonus Points,25,500,2025-02-24,2025-03-11
O5544,M2042,Dining,Cashback,20,2000,2024-08-04,2024-09-18
O5545,M2031,Travel,Bonus Points,20,0,2024-06-06,2024-09-04
O5546,M2144,Travel,Bonus Points,25,0,2024-03-11,2024-03-26
O5547,M2127,Retail,Statement Credit,20,2000,2024-11-13,2024-12-13
O5548,M2118,Travel,Cashback,5,2000,2024-04-19,2024-07-18
O5549,M2013,Fuel,Cashback,20,1000,2024-10-11,2024-12-10
O5550,M2080,Grocery,Cashback,25,5000,2025-01-05,2025-02-04
O5551,M2051,Retail,Statement Credit,25,0,2024-09-14,2024-11-13
O5552,M2003,Dining,Cashback,30,500,2024-03-30,2024-05-29
O5553,M2032,Retail,Bonus Points,25,1000,2024-12-26,2025-02-24
O5554,M2105,Entertainment,Discount,10,1000,2024-02-26,2024-05-26
O5555,M2128,Dining,Statement Credit,5,1000,2025-03-16,2025-04-15
O5556,M2096,Dining,Statement Credit,25,2000,2024-10-24,2024-11-23
O5557,M2063,Grocery,Cashback,30,500,2025-05-13,2025-07-12
O5558,M2127,Retail,Discount,5,0,2024-02-18,2024-03-04
O5559,M2036,Electronics,Discount,30,500,2024-07-03,2024-08-17
O5560,M2125,Retail,Discount,10,1000,2024-07-17,2024-08-01
O5561,M2069,Entertainment,Bonus Points,5,0,2024-01-18,2024-04-17
O5562,M2134,Fuel,Discount,15,2000,2024-07-16,2024-08-30
O5563,M2103,Grocery,Cashback,10,0,2025-05-03,2025-05-18
O5564,M2113,Retail,Bonus Points,10,0,2024-08-19,2024-09-18
O5565,M2054,Retail,Discount,20,500,2024-01-27,2024-02-11
O5566,M2120,Entertainment,Cashback,25,1000,2024-04-27,2024-06-26
O5567,M2122,Health & Wellness,Bonus Points,10,0,2024-02-23,2024-05-23
O5568,M2002,Fuel,Bonus Points,5,1000,2025-05-03,2025-05-18
O5569,M2091,Electronics,Discount,15,500,2024-05-31,2024-06-15
O5570,M2118,Travel,Bonus Points,5,0,2024-08-12,2024-09-26
O5571,M2140,Health & Wellness,Statement Credit,5,0,2025-04-23,2025-06-22
O5572,M2060,Entertainment,Cashback,15,1000,2024-06-10,2024-07-25
O5573,M2100,Grocery,Discount,30,500,2024-05-29,2024-08-27
O5574,M2115,Health & Wellness,Cashback,20,2000,2024-08-03,2024-11-01
O5575,M2032,Retail,Cashback,25,500,2024-11-14,2025-01-13
O5576,M2077,Health & Wellness,Statement Credit,10,0,2025-02-23,2025-04-09
O5577,M2023,Electronics,Bonus Points,25,0,2024-12-13,2025-02-11
O5578,M2149,Retail,Statement Credit,20,0,2024-12-05,2025-01-19
O5579,M2051,Retail,Statement Credit,30,500,2024-11-12,2024-12-12
O5580,M2100,Grocery,Bonus Points,15,500,2024-12-03,2025-02-01
O5581,M2115,Health & Wellness,Discount,25,1000,2024-02-11,2024-05-11
O5582,M2122,Health & Wellness,Cashback,5,0,2024-12-17,2025-01-31
O5583,M2005,Health & Wellness,Discount,10,0,2024-06-09,2024-07-09
O5584,M2146,Fuel,Discount,10,0,2024-03-14,2024-06-12
O5585,M2075,Electronics,Statement Credit,30,0,2025-01-27,2025-03-13
O5586,M2089,Retail,Bonus Points,20,500,2025-01-09,2025-02-08
O5587,M2122,Health & Wellness,Bonus Points,20,5000,2024-01-25,2024-04-24
O5588,M2063,Grocery,Cashback,15,1000,2025-01-31,2025-05-01
O5589,M2141,Retail,Bonus Points,20,1000,2024-10-29,2024-11-28
O5590,M2080,Grocery,Discount,25,0,2024-08-29,2024-11-27
O5591,M2070,Fuel,Bonus Points,10,0,2025-01-12,2025-02-26
O5592,M2148,Retail,Bonus Points,15,0,2024-06-21,2024-08-05
O5593,M2064,Fuel,Discount,20,0,2025-01-23,2025-04-23
O5594,M2112,Dining,Cashback,5,500,2024-10-13,2024-10-28
O5595,M2101,Travel,Cashback,10,0,2024-06-07,2024-07-07
O5596,M2003,Dining,Discount,15,2000,2024-12-19,2025-01-03
O5597,M2135,Dining,Bonus Points,10,5000,2024-08-05,2024-09-19
O5598,M2145,Entertainment,Bonus Points,25,0,2025-03-30,2025-06-28
O5599,M2059,Health & Wellness,Cashback,30,1000,2025-02-28,2025-04-29
