exposure_id,customer_id,offer_id,merchant_id,category,exposure_date,redeemed,spend_amount,redemption_date
E1006850,C104540,O5285,M2132,Travel,2025-03-29,0,0.0,
E1006851,C100104,O5396,M2134,Fuel,2025-03-27,0,0.0,
E1006852,C101661,O5516,M2118,Travel,2024-12-07,0,0.0,
E1006853,C104978,O5063,M2012,Retail,2024-09-30,0,0.0,
E1006854,C101091,O5164,M2055,Travel,2025-05-20,1,397.96,2025-06-13
E1006855,C100537,O5331,M2093,Electronics,2025-05-07,0,0.0,
E1006856,C102720,O5267,M2078,Fuel,2024-12-11,1,5046.89,2025-01-04
E1006857,C104896,O5313,M2069,Entertainment,2024-05-01,1,299.57,2024-05-17
E1006858,C101064,O5467,M2105,Entertainment,2025-04-12,1,2579.05,2025-04-13
E1006859,C101571,O5093,M2101,Travel,2024-10-27,0,0.0,
E1006860,C103015,O5579,M2051,Retail,2024-09-09,0,0.0,
E1006861,C103446,O5390,M2008,Health & Wellness,2025-05-23,0,0.0,
E1006862,C101429,O5382,M2068,Fuel,2025-04-18,1,1006.85,2025-05-08
E1006863,C100241,O5125,M2087,Dining,2024-12-17,1,3012.48,2025-01-05
E1006864,C101362,O5112,M2124,Electronics,2024-11-01,0,0.0,
E1006865,C102067,O5401,M2016,Health & Wellness,2025-04-25,0,0.0,
E1006866,C101878,O5200,M2066,Retail,2025-01-06,1,625.88,2025-01-25
E1006867,C102888,O5591,M2070,Fuel,2024-02-01,0,0.0,
E1006868,C100300,O5572,M2060,Entertainment,2024-02-03,0,0.0,
E1006869,C104260,O5549,M2013,Fuel,2025-02-14,0,0.0,
E1006870,C102828,O5063,M2012,Retail,2025-01-07,1,468.46,2025-02-02
E1006871,C103762,O5049,M2100,Grocery,2024-09-19,0,0.0,
E1006872,C103688,O5261,M2076,Grocery,2024-08-16,1,2550.58,2024-09-06
E1006873,C102400,O5180,M2009,Dining,2024-01-30,1,1334.01,2024-02-13
E1006874,C103158,O5498,M2024,Travel,2024-01-28,1,1248.65,2024-02-17
E1006875,C101020,O5504,M2071,Entertainment,2024-09-20,0,0.0,
E1006876,C101549,O5381,M2063,Grocery,2024-11-15,0,0.0,
E1006877,C102918,O5459,M2115,Health & Wellness,2024-11-01,0,0.0,
E1006878,C100877,O5366,M2145,Entertainment,2024-02-04,0,0.0,
E1006879,C103080,O5314,M2040,Fuel,2024-08-02,1,575.58,2024-08-25
E1006880,C103534,O5405,M2080,Grocery,2024-11-16,0,0.0,
E1006881,C103607,O5420,M2100,Grocery,2024-03-24,1,1855.74,2024-03-31
E1006882,C101320,O5591,M2070,Fuel,2025-02-15,1,331.05,2025-03-09
E1006883,C103103,O5521,M2071,Entertainment,2024-12-22,0,0.0,
E1006884,C104526,O5477,M2065,Electronics,2025-04-28,1,1470.41,2025-05-17
E1006885,C102836,O5588,M2063,Grocery,2024-02-17,0,0.0,
E1006886,C102117,O5057,M2028,Travel,2024-12-24,0,0.0,
E1006887,C101134,O5473,M2144,Travel,2024-08-31,1,779.39,2024-09-11
E1006888,C103160,O5260,M2098,Entertainment,2024-04-11,0,0.0,
E1006889,C104097,O5146,M2062,Retail,2024-06-18,1,364.98,2024-07-07
E1006890,C103127,O5592,M2148,Retail,2025-04-01,0,0.0,
E1006891,C102717,O5371,M2131,Electronics,2024-06-26,1,1264.78,2024-07-14
E1006892,C102591,O5115,M2078,Fuel,2025-05-07,0,0.0,
E1006893,C100189,O5422,M2033,Electronics,2024-06-30,0,0.0,
E1006894,C102769,O5122,M2087,Dining,2025-01-22,0,0.0,
E1006895,C103554,O5000,M2125,Retail,2024-07-06,0,0.0,
E1006896,C103379,O5336,M2145,Entertainment,2024-04-24,0,0.0,
E1006897,C104117,O5107,M2144,Travel,2025-01-30,0,0.0,
E1006898,C103557,O5402,M2089,Retail,2024-12-26,0,0.0,
E1006899,C101569,O5538,M2018,Fuel,2024-03-04,1,484.01,2024-03-25
E1006900,C103925,O5144,M2034,Retail,2024-05-10,0,0.0,
E1006901,C101487,O5438,M2015,Retail,2024-11-21,0,0.0,
E1006902,C100567,O5564,M2113,Retail,2025-03-13,0,0.0,
E1006903,C103823,O5080,M2060,Entertainment,2024-04-27,1,493.7,2024-05-26
E1006904,C103504,O5393,M2084,Travel,2025-05-06,0,0.0,
E1006905,C102622,O5093,M2101,Travel,2025-02-06,0,0.0,
E1006906,C104901,O5157,M2137,Grocery,2024-02-14,1,325.81,2024-02-26
E1006907,C100913,O5537,M2149,Retail,2025-04-06,1,576.34,2025-05-05
E1006908,C104863,O5452,M2022,Grocery,2024-03-16,1,623.99,2024-04-03
E1006909,C100047,O5020,M2056,Retail,2024-04-14,0,0.0,
E1006910,C100743,O5311,M2003,Dining,2024-09-29,0,0.0,
E1006911,C102733,O5263,M2114,Grocery,2024-08-19,1,2187.51,2024-08-28
E1006912,C102672,O5159,M2133,Fuel,2024-06-12,0,0.0,
E1006913,C104476,O5447,M2142,Entertainment,2025-07-05,1,513.86,2025-07-19
E1006914,C104405,O5427,M2026,Retail,2024-09-10,0,0.0,
E1006915,C100541,O5352,M2102,Fuel,2025-06-28,1,4243.22,2025-07-20
E1006916,C104862,O5579,M2051,Retail,2024-10-18,0,0.0,
E1006917,C101206,O5441,M2022,Grocery,2024-04-08,0,0.0,
E1006918,C100183,O5005,M2073,Grocery,2024-07-06,0,0.0,
E1006919,C104009,O5355,M2008,Health & Wellness,2024-04-07,0,0.0,
E1006920,C101981,O5402,M2089,Retail,2024-04-27,1,1752.25,2024-05-05
E1006921,C104734,O5362,M2034,Retail,2025-02-06,1,506.22,2025-02-19
E1006922,C104689,O5401,M2016,Health & Wellness,2024-12-30,0,0.0,
E1006923,C101256,O5059,M2091,Electronics,2025-06-20,0,0.0,
E1006924,C102751,O5167,M2117,Dining,2025-05-22,0,0.0,
E1006925,C104096,O5577,M2023,Electronics,2025-06-29,0,0.0,
E1006926,C103576,O5036,M2039,Health & Wellness,2024-02-22,0,0.0,
E1006927,C104814,O5032,M2135,Dining,2024-09-19,0,0.0,
E1006928,C103780,O5275,M2071,Entertainment,2025-07-08,1,858.29,2025-07-28
E1006929,C100282,O5423,M2067,Travel,2025-02-03,0,0.0,
E1006930,C103600,O5139,M2035,Fuel,2025-04-23,0,0.0,
E1006931,C101209,O5048,M2127,Retail,2024-11-03,0,0.0,
E1006932,C100440,O5358,M2092,Travel,2025-03-29,0,0.0,
E1006933,C103807,O5059,M2091,Electronics,2025-06-25,0,0.0,
E1006934,C104734,O5065,M2080,Grocery,2024-10-20,0,0.0,
E1006935,C100473,O5283,M2072,Electronics,2024-03-29,0,0.0,
E1006936,C101857,O5466,M2112,Dining,2025-04-27,1,611.36,2025-05-18
E1006937,C102779,O5435,M2141,Retail,2024-08-24,0,0.0,
E1006938,C104755,O5010,M2123,Travel,2025-04-25,1,2577.93,2025-05-18
E1006939,C104387,O5170,M2024,Travel,2024-12-25,0,0.0,
E1006940,C104342,O5175,M2027,Travel,2024-05-13,0,0.0,
E1006941,C101941,O5181,M2148,Retail,2024-11-14,0,0.0,
E1006942,C104283,O5041,M2103,Grocery,2024-05-13,0,0.0,
E1006943,C101546,O5243,M2006,Travel,2024-09-24,0,0.0,
E1006944,C103355,O5032,M2135,Dining,2024-09-17,0,0.0,
E1006945,C100556,O5376,M2098,Entertainment,2024-05-03,0,0.0,
E1006946,C104342,O5323,M2118,Travel,2024-07-13,0,0.0,
E1006947,C103477,O5447,M2142,Entertainment,2024-01-10,1,624.42,2024-01-25
E1006948,C103230,O5190,M2135,Dining,2025-02-25,0,0.0,
E1006949,C103338,O5391,M2018,Fuel,2024-01-24,0,0.0,
E1006950,C101826,O5359,M2098,Entertainment,2025-01-09,0,0.0,
E1006951,C102198,O5136,M2100,Grocery,2024-06-24,0,0.0,
E1006952,C103356,O5139,M2035,Fuel,2025-04-12,1,2862.93,2025-05-01
E1006953,C104075,O5057,M2028,Travel,2025-03-15,0,0.0,
E1006954,C104219,O5299,M2020,Travel,2024-05-09,1,446.17,2024-05-11
E1006955,C103811,O5577,M2023,Electronics,2024-03-29,0,0.0,
E1006956,C101894,O5110,M2118,Travel,2024-07-04,0,0.0,
E1006957,C101752,O5165,M2013,Fuel,2024-04-14,1,3053.6,2024-05-05
E1006958,C104754,O5356,M2133,Fuel,2024-09-08,0,0.0,
E1006959,C103801,O5109,M2076,Grocery,2025-03-14,0,0.0,
E1006960,C102655,O5367,M2031,Travel,2025-04-24,0,0.0,
E1006961,C103518,O5194,M2112,Dining,2024-11-02,0,0.0,
E1006962,C101480,O5354,M2081,Electronics,2024-06-01,0,0.0,
E1006963,C102578,O5584,M2146,Fuel,2024-05-21,0,0.0,
E1006964,C104820,O5186,M2006,Travel,2025-01-29,0,0.0,
E1006965,C101553,O5390,M2008,Health & Wellness,2024-09-09,1,1012.48,2024-09-14
E1006966,C100645,O5500,M2036,Electronics,2024-11-09,0,0.0,
E1006967,C101826,O5120,M2078,Fuel,2024-11-19,0,0.0,
E1006968,C101549,O5409,M2146,Fuel,2025-04-18,0,0.0,
E1006969,C101698,O5459,M2115,Health & Wellness,2024-06-28,0,0.0,
E1006970,C103570,O5463,M2072,Electronics,2024-06-03,1,622.3,2024-06-12
E1006971,C104613,O5192,M2144,Travel,2025-02-23,0,0.0,
E1006972,C103426,O5439,M2113,Retail,2024-01-10,0,0.0,
E1006973,C103704,O5062,M2070,Fuel,2024-03-19,0,0.0,
E1006974,C103224,O5409,M2146,Fuel,2024-02-12,0,0.0,
E1006975,C104424,O5313,M2069,Entertainment,2024-12-04,0,0.0,
E1006976,C104785,O5026,M2114,Grocery,2025-02-28,1,1356.58,2025-03-08
E1006977,C104574,O5324,M2112,Dining,2024-09-11,1,824.64,2024-09-23
E1006978,C100390,O5037,M2035,Fuel,2025-05-01,0,0.0,
E1006979,C104507,O5046,M2055,Travel,2025-07-10,0,0.0,
E1006980,C101281,O5496,M2060,Entertainment,2024-06-18,0,0.0,
E1006981,C104964,O5239,M2079,Travel,2024-03-28,0,0.0,
E1006982,C100506,O5532,M2094,Grocery,2025-03-02,0,0.0,
E1006983,C101722,O5590,M2080,Grocery,2024-02-23,1,310.77,2024-03-09
E1006984,C100957,O5506,M2054,Retail,2025-03-27,1,368.07,2025-03-28
E1006985,C101734,O5395,M2094,Grocery,2024-10-15,0,0.0,
E1006986,C100762,O5124,M2138,Travel,2025-05-20,1,1891.02,2025-06-17
E1006987,C102555,O5330,M2061,Entertainment,2025-05-30,0,0.0,
E1006988,C102611,O5364,M2149,Retail,2025-07-06,0,0.0,
E1006989,C103693,O5597,M2135,Dining,2024-03-12,0,0.0,
E1006990,C101759,O5121,M2070,Fuel,2025-05-31,0,0.0,
E1006991,C102889,O5088,M2037,Retail,2024-11-16,0,0.0,
E1006992,C101342,O5535,M2147,Grocery,2024-10-16,0,0.0,
E1006993,C104080,O5008,M2137,Grocery,2024-03-22,1,4302.39,2024-03-28
E1006994,C101636,O5316,M2119,Electronics,2025-04-16,1,500.72,2025-04-22
E1006995,C103509,O5320,M2050,Fuel,2025-01-08,0,0.0,
E1006996,C100549,O5141,M2093,Electronics,2025-03-17,0,0.0,
E1006997,C102005,O5489,M2001,Entertainment,2025-03-08,0,0.0,
E1006998,C102183,O5092,M2019,Fuel,2025-03-04,0,0.0,
E1006999,C102565,O5019,M2043,Fuel,2025-05-04,0,0.0,
E1007000,C100758,O5172,M2010,Grocery,2025-04-18,0,0.0,
E1007001,C100323,O5339,M2108,Entertainment,2024-12-27,0,0.0,
E1007002,C101925,O5157,M2137,Grocery,2024-05-20,1,211.83,2024-06-16
E1007003,C100110,O5460,M2136,Dining,2025-06-03,1,1694.77,2025-06-07
E1007004,C101823,O5469,M2068,Fuel,2025-03-17,0,0.0,
E1007005,C103621,O5072,M2019,Fuel,2025-04-19,0,0.0,
E1007006,C101138,O5347,M2005,Health & Wellness,2025-04-19,0,0.0,
E1007007,C101720,O5022,M2044,Retail,2024-07-16,0,0.0,
E1007008,C100723,O5287,M2084,Travel,2024-01-05,0,0.0,
E1007009,C102412,O5336,M2145,Entertainment,2024-05-03,0,0.0,
E1007010,C100766,O5061,M2101,Travel,2024-02-07,0,0.0,
E1007011,C104927,O5554,M2105,Entertainment,2024-03-11,0,0.0,
E1007012,C103381,O5596,M2003,Dining,2024-04-03,0,0.0,
E1007013,C102160,O5565,M2054,Retail,2025-04-22,0,0.0,
E1007014,C101293,O5492,M2122,Health & Wellness,2024-09-23,0,0.0,
E1007015,C102367,O5552,M2003,Dining,2025-01-27,1,672.88,2025-02-11
E1007016,C104017,O5563,M2103,Grocery,2025-06-26,1,879.09,2025-06-30
E1007017,C104270,O5428,M2044,Retail,2024-06-13,1,913.02,2024-06-18
E1007018,C101958,O5429,M2017,Entertainment,2024-03-18,0,0.0,
E1007019,C104221,O5434,M2000,Grocery,2025-03-05,1,557.81,2025-03-11
E1007020,C100994,O5214,M2066,Retail,2024-10-22,0,0.0,
E1007021,C101851,O5325,M2034,Retail,2024-04-02,1,2501.78,2024-04-08
E1007022,C102976,O5067,M2082,Dining,2024-03-10,1,1472.76,2024-03-14
E1007023,C103871,O5560,M2125,Retail,2024-09-10,0,0.0,
E1007024,C103223,O5022,M2044,Retail,2024-01-26,0,0.0,
E1007025,C104010,O5447,M2142,Entertainment,2025-05-20,0,0.0,
E1007026,C104294,O5288,M2048,Retail,2024-10-14,0,0.0,
E1007027,C101222,O5587,M2122,Health & Wellness,2025-06-15,0,0.0,
E1007028,C104782,O5227,M2147,Grocery,2025-05-16,0,0.0,
E1007029,C101476,O5570,M2118,Travel,2025-05-09,1,652.71,2025-05-14
E1007030,C104877,O5563,M2103,Grocery,2024-05-12,1,953.9,2024-05-21
E1007031,C100940,O5205,M2110,Retail,2024-12-14,1,910.41,2025-01-06
E1007032,C103251,O5518,M2008,Health & Wellness,2025-01-16,0,0.0,
E1007033,C100817,O5554,M2105,Entertainment,2025-02-05,0,0.0,
E1007034,C103916,O5559,M2036,Electronics,2024-02-15,1,1702.25,2024-02-22
E1007035,C102070,O5238,M2132,Travel,2025-04-04,0,0.0,
E1007036,C100636,O5548,M2118,Travel,2024-04-22,0,0.0,
E1007037,C104806,O5461,M2066,Retail,2024-12-23,0,0.0,
E1007038,C102376,O5296,M2031,Travel,2025-03-04,0,0.0,
E1007039,C103675,O5486,M2100,Grocery,2024-03-18,0,0.0,
E1007040,C103401,O5431,M2001,Entertainment,2024-09-08,0,0.0,
E1007041,C102520,O5457,M2032,Retail,2024-07-26,1,601.95,2024-08-20
E1007042,C102525,O5444,M2017,Entertainment,2025-06-23,0,0.0,
E1007043,C102635,O5266,M2133,Fuel,2024-05-14,0,0.0,
E1007044,C104214,O5313,M2069,Entertainment,2024-02-17,0,0.0,
E1007045,C100259,O5210,M2067,Travel,2025-01-09,0,0.0,
E1007046,C102996,O5142,M2001,Entertainment,2025-02-08,0,0.0,
E1007047,C100755,O5516,M2118,Travel,2025-03-15,0,0.0,
E1007048,C104101,O5495,M2129,Dining,2024-01-02,0,0.0,
E1007049,C100065,O5364,M2149,Retail,2025-07-03,0,0.0,
E1007050,C104077,O5572,M2060,Entertainment,2024-07-17,0,0.0,
E1007051,C102778,O5300,M2149,Retail,2024-08-22,0,0.0,
E1007052,C101169,O5271,M2075,Electronics,2024-06-21,0,0.0,
E1007053,C104124,O5291,M2027,Travel,2024-06-28,0,0.0,
E1007054,C101666,O5044,M2084,Travel,2024-10-29,0,0.0,
E1007055,C100659,O5130,M2080,Grocery,2025-02-18,1,4124.37,2025-02-26
E1007056,C104995,O5105,M2063,Grocery,2025-02-19,1,1699.91,2025-03-01
E1007057,C104999,O5420,M2100,Grocery,2024-10-11,0,0.0,
E1007058,C103541,O5263,M2114,Grocery,2024-06-19,1,1030.65,2024-07-06
E1007059,C100360,O5000,M2125,Retail,2024-03-09,0,0.0,
E1007060,C103797,O5466,M2112,Dining,2024-01-17,0,0.0,
E1007061,C102073,O5583,M2005,Health & Wellness,2024-04-01,1,902.36,2024-04-20
E1007062,C103361,O5029,M2050,Fuel,2024-03-13,1,955.17,2024-04-06
E1007063,C102118,O5451,M2120,Entertainment,2024-08-14,0,0.0,
E1007064,C103933,O5382,M2068,Fuel,2025-01-06,1,314.5,2025-01-31
E1007065,C103760,O5084,M2124,Electronics,2024-12-21,0,0.0,
E1007066,C100176,O5595,M2101,Travel,2024-07-07,0,0.0,
E1007067,C104040,O5027,M2025,Entertainment,2025-03-19,1,647.64,2025-03-21
E1007068,C101312,O5182,M2125,Retail,2024-08-01,0,0.0,
E1007069,C104670,O5317,M2089,Retail,2025-06-03,0,0.0,
E1007070,C103999,O5014,M2148,Retail,2025-04-01,0,0.0,
E1007071,C103047,O5096,M2025,Entertainment,2025-05-18,0,0.0,
E1007072,C100530,O5348,M2118,Travel,2024-09-23,0,0.0,
E1007073,C103555,O5506,M2054,Retail,2024-08-30,0,0.0,
E1007074,C103505,O5583,M2005,Health & Wellness,2025-04-09,0,0.0,
E1007075,C104588,O5042,M2102,Fuel,2024-11-06,0,0.0,
E1007076,C103417,O5262,M2082,Dining,2024-08-15,0,0.0,
E1007077,C103650,O5134,M2133,Fuel,2024-04-18,0,0.0,
E1007078,C101261,O5118,M2060,Entertainment,2024-07-06,0,0.0,
E1007079,C102886,O5219,M2003,Dining,2025-06-14,1,599.77,2025-06-21
E1007080,C104942,O5233,M2009,Dining,2024-04-01,1,5712.08,2024-04-18
E1007081,C104388,O5402,M2089,Retail,2024-12-03,0,0.0,
E1007082,C100255,O5538,M2018,Fuel,2025-07-04,0,0.0,
E1007083,C101778,O5147,M2094,Grocery,2024-05-05,0,0.0,
E1007084,C104760,O5158,M2031,Travel,2024-06-11,0,0.0,
E1007085,C104360,O5513,M2067,Travel,2024-11-23,0,0.0,
E1007086,C101980,O5212,M2088,Health & Wellness,2025-01-24,0,0.0,
E1007087,C101587,O5353,M2113,Retail,2025-03-26,0,0.0,
E1007088,C103552,O5329,M2012,Retail,2025-01-01,0,0.0,
E1007089,C100400,O5311,M2003,Dining,2024-02-29,0,0.0,
E1007090,C104872,O5163,M2026,Retail,2024-09-09,1,525.23,2024-09-16
E1007091,C103637,O5114,M2063,Grocery,2025-06-28,0,0.0,
E1007092,C101214,O5534,M2034,Retail,2024-08-11,1,3099.26,2024-08-24
E1007093,C101147,O5038,M2148,Retail,2024-05-09,0,0.0,
E1007094,C103948,O5584,M2146,Fuel,2024-01-30,1,460.47,2024-02-01
E1007095,C102450,O5595,M2101,Travel,2024-02-21,1,469.34,2024-03-20
E1007096,C103393,O5325,M2034,Retail,2025-06-11,0,0.0,
E1007097,C103142,O5164,M2055,Travel,2024-08-06,0,0.0,
E1007098,C100873,O5108,M2059,Health & Wellness,2024-04-18,0,0.0,
E1007099,C100373,O5193,M2004,Entertainment,2024-08-25,0,0.0,
E1007100,C101194,O5570,M2118,Travel,2024-04-05,0,0.0,
E1007101,C103527,O5196,M2135,Dining,2024-12-02,0,0.0,
E1007102,C104957,O5269,M2065,Electronics,2024-03-14,0,0.0,
E1007103,C103481,O5082,M2043,Fuel,2025-05-19,0,0.0,
E1007104,C104396,O5364,M2149,Retail,2024-08-01,1,592.77,2024-08-09
E1007105,C102149,O5247,M2061,Entertainment,2025-02-09,1,3466.54,2025-02-13
E1007106,C102057,O5564,M2113,Retail,2024-03-26,0,0.0,
E1007107,C103112,O5095,M2035,Fuel,2024-04-27,0,0.0,
E1007108,C102417,O5088,M2037,Retail,2024-08-19,1,2170.07,2024-08-27
E1007109,C100125,O5576,M2077,Health & Wellness,2024-02-21,0,0.0,
E1007110,C102832,O5569,M2091,Electronics,2024-04-15,1,478.0,2024-05-09
E1007111,C104478,O5346,M2009,Dining,2025-02-25,0,0.0,
E1007112,C100449,O5329,M2012,Retail,2024-08-04,0,0.0,
E1007113,C104618,O5568,M2002,Fuel,2024-06-16,0,0.0,
E1007114,C101009,O5353,M2113,Retail,2025-06-26,0,0.0,
E1007115,C103778,O5407,M2136,Dining,2025-06-25,0,0.0,
E1007116,C100941,O5178,M2069,Entertainment,2025-04-30,0,0.0,
E1007117,C103603,O5086,M2078,Fuel,2024-04-05,0,0.0,
E1007118,C103980,O5256,M2108,Entertainment,2025-07-10,0,0.0,
E1007119,C104368,O5461,M2066,Retail,2025-02-19,0,0.0,
E1007120,C100501,O5229,M2075,Electronics,2024-03-08,0,0.0,
E1007121,C103818,O5236,M2003,Dining,2024-07-28,1,1536.64,2024-08-10
E1007122,C101250,O5266,M2133,Fuel,2024-08-25,0,0.0,
E1007123,C102388,O5070,M2001,Entertainment,2025-03-06,1,557.84,2025-03-19
E1007124,C102319,O5090,M2146,Fuel,2024-05-23,0,0.0,
E1007125,C103195,O5476,M2035,Fuel,2025-06-24,1,3728.55,2025-07-08
E1007126,C102957,O5186,M2006,Travel,2024-04-02,0,0.0,
E1007127,C101196,O5523,M2109,Fuel,2025-06-05,0,0.0,
E1007128,C103274,O5090,M2146,Fuel,2024-01-05,0,0.0,
E1007129,C101056,O5179,M2026,Retail,2025-05-26,0,0.0,
E1007130,C102258,O5064,M2144,Travel,2025-02-21,1,2194.53,2025-03-13
E1007131,C104908,O5053,M2099,Dining,2025-05-08,0,0.0,
E1007132,C103048,O5352,M2102,Fuel,2024-12-24,0,0.0,
E1007133,C103122,O5323,M2118,Travel,2024-02-14,0,0.0,
E1007134,C101906,O5290,M2001,Entertainment,2025-03-24,0,0.0,
E1007135,C102939,O5550,M2080,Grocery,2025-06-09,0,0.0,
E1007136,C103478,O5004,M2058,Grocery,2024-05-03,1,713.06,2024-05-28
E1007137,C100540,O5007,M2024,Travel,2025-03-13,1,3434.35,2025-04-09
E1007138,C100517,O5573,M2100,Grocery,2025-02-07,0,0.0,
E1007139,C104228,O5050,M2134,Fuel,2025-05-09,1,645.1,2025-05-29
E1007140,C100423,O5033,M2004,Entertainment,2024-10-31,0,0.0,
E1007141,C100857,O5040,M2025,Entertainment,2024-10-15,0,0.0,
E1007142,C104177,O5275,M2071,Entertainment,2024-08-19,1,1650.51,2024-09-17
E1007143,C102836,O5593,M2064,Fuel,2025-05-05,0,0.0,
E1007144,C101752,O5154,M2141,Retail,2024-12-09,0,0.0,
E1007145,C101666,O5072,M2019,Fuel,2024-03-02,0,0.0,
E1007146,C101863,O5595,M2101,Travel,2025-06-21,0,0.0,
E1007147,C104461,O5015,M2037,Retail,2025-01-31,0,0.0,
E1007148,C102413,O5077,M2009,Dining,2025-03-03,1,626.6,2025-03-15
E1007149,C102118,O5200,M2066,Retail,2024-01-06,0,0.0,
E1007150,C104421,O5262,M2082,Dining,2024-01-05,1,3160.04,2024-01-17
E1007151,C101349,O5556,M2096,Dining,2024-12-14,0,0.0,
E1007152,C102891,O5154,M2141,Retail,2025-01-31,0,0.0,
E1007153,C101070,O5454,M2108,Entertainment,2025-05-23,1,10082.84,2025-05-25
E1007154,C101753,O5012,M2098,Entertainment,2024-03-22,1,819.72,2024-04-01
E1007155,C102136,O5254,M2030,Fuel,2024-08-10,1,356.28,2024-08-31
E1007156,C103858,O5504,M2071,Entertainment,2024-05-25,0,0.0,
E1007157,C101420,O5402,M2089,Retail,2024-12-17,0,0.0,
E1007158,C103487,O5361,M2029,Entertainment,2024-05-12,1,1504.15,2024-05-13
E1007159,C102941,O5237,M2125,Retail,2024-04-20,0,0.0,
E1007160,C104265,O5185,M2098,Entertainment,2025-06-07,0,0.0,
E1007161,C101388,O5393,M2084,Travel,2024-12-06,0,0.0,
E1007162,C100619,O5137,M2038,Health & Wellness,2025-06-13,0,0.0,
E1007163,C103399,O5298,M2076,Grocery,2025-02-02,0,0.0,
E1007164,C101256,O5050,M2134,Fuel,2024-12-06,0,0.0,
E1007165,C104777,O5433,M2037,Retail,2024-02-25,1,403.24,2024-03-05
E1007166,C103718,O5512,M2114,Grocery,2025-06-21,1,721.2,2025-07-11
E1007167,C101010,O5531,M2006,Travel,2024-12-19,0,0.0,
E1007168,C102683,O5342,M2044,Retail,2025-01-13,1,375.24,2025-02-11
E1007169,C100425,O5190,M2135,Dining,2025-02-01,1,423.52,2025-02-27
E1007170,C104024,O5309,M2140,Health & Wellness,2024-02-09,1,4973.68,2024-02-10
E1007171,C100216,O5045,M2112,Dining,2024-04-30,0,0.0,
E1007172,C100609,O5397,M2036,Electronics,2025-05-19,0,0.0,
E1007173,C104453,O5075,M2016,Health & Wellness,2025-01-21,0,0.0,
E1007174,C100185,O5510,M2005,Health & Wellness,2024-02-22,0,0.0,
E1007175,C100724,O5502,M2083,Fuel,2025-05-03,0,0.0,
E1007176,C104965,O5181,M2148,Retail,2024-06-17,1,529.81,2024-07-11
E1007177,C100823,O5131,M2018,Fuel,2024-05-10,1,451.76,2024-06-02
E1007178,C101767,O5355,M2008,Health & Wellness,2025-06-21,0,0.0,
E1007179,C101977,O5446,M2043,Fuel,2024-09-11,0,0.0,
E1007180,C104774,O5276,M2105,Entertainment,2025-03-02,0,0.0,
E1007181,C103889,O5571,M2140,Health & Wellness,2025-06-26,0,0.0,
E1007182,C101184,O5022,M2044,Retail,2024-05-07,0,0.0,
E1007183,C104379,O5527,M2047,Dining,2025-03-12,0,0.0,
E1007184,C100183,O5525,M2034,Retail,2024-03-06,0,0.0,
E1007185,C103608,O5117,M2057,Health & Wellness,2024-12-12,0,0.0,
E1007186,C103766,O5076,M2038,Health & Wellness,2024-05-10,0,0.0,
E1007187,C101619,O5385,M2109,Fuel,2024-06-26,0,0.0,
E1007188,C104326,O5588,M2063,Grocery,2024-03-29,1,980.9,2024-04-05
E1007189,C102435,O5589,M2141,Retail,2025-02-14,0,0.0,
E1007190,C100734,O5466,M2112,Dining,2025-04-11,1,550.12,2025-04-24
E1007191,C100157,O5069,M2124,Electronics,2025-02-22,0,0.0,
E1007192,C101341,O5077,M2009,Dining,2024-06-11,0,0.0,
E1007193,C103492,O5139,M2035,Fuel,2025-05-09,0,0.0,
E1007194,C103254,O5413,M2139,Health & Wellness,2024-08-31,0,0.0,
E1007195,C101075,O5515,M2136,Dining,2024-06-05,0,0.0,
E1007196,C101861,O5220,M2120,Entertainment,2025-07-05,1,735.06,2025-07-28
E1007197,C102629,O5231,M2149,Retail,2025-02-07,0,0.0,
E1007198,C104999,O5421,M2030,Fuel,2025-03-01,1,1378.74,2025-03-15
E1007199,C102964,O5487,M2095,Fuel,2024-03-06,1,483.36,2024-03-08
E1007200,C100888,O5043,M2074,Dining,2024-02-24,0,0.0,
E1007201,C101133,O5280,M2067,Travel,2024-04-04,0,0.0,
E1007202,C104238,O5073,M2089,Retail,2024-12-24,0,0.0,
E1007203,C104302,O5097,M2006,Travel,2025-02-13,0,0.0,
E1007204,C100165,O5502,M2083,Fuel,2024-12-18,0,0.0,
E1007205,C103756,O5079,M2027,Travel,2024-11-10,1,2588.37,2024-12-09
E1007206,C104489,O5567,M2122,Health & Wellness,2024-12-19,0,0.0,
E1007207,C100120,O5259,M2092,Travel,2024-01-30,1,920.26,2024-02-18
E1007208,C102997,O5191,M2083,Fuel,2024-03-14,0,0.0,
E1007209,C104508,O5428,M2044,Retail,2025-02-19,0,0.0,
E1007210,C103211,O5376,M2098,Entertainment,2025-01-27,0,0.0,
E1007211,C101975,O5594,M2112,Dining,2024-08-20,0,0.0,
E1007212,C103155,O5012,M2098,Entertainment,2025-01-02,0,0.0,
E1007213,C100420,O5274,M2021,Travel,2025-06-17,0,0.0,
E1007214,C101729,O5264,M2060,Entertainment,2025-01-13,0,0.0,
E1007215,C102835,O5217,M2011,Retail,2024-07-25,1,5665.52,2024-08-08
E1007216,C104363,O5383,M2145,Entertainment,2024-08-04,1,1095.45,2024-08-12
E1007217,C102085,O5221,M2041,Retail,2024-05-21,1,532.01,2024-06-13
E1007218,C102385,O5160,M2001,Entertainment,2024-05-11,0,0.0,
