customer_id,recency_days,frequency,monetary,cluster,segment,age,gender,city,income_bracket,tenure_months,card_type
C100870,147.0,1.0,2042.67,0,Steady Redeemers,35,F,Bryantchester,Mid,21,Platinum
C100871,92.0,2.0,1633.5099999999998,0,Steady Redeemers,46,M,Lake Regina,Mid,115,Gold
C100872,1.0,4.0,3516.27,3,"Champions (high-value, engaged)",52,F,Erikview,Mid,85,Platinum
C100873,90.0,6.0,5000.34,3,"Champions (high-value, engaged)",41,M,Lake Michaelland,Mid,20,Green
C100874,145.0,3.0,2851.94,0,Steady Redeemers,21,M,Elizabethburgh,Low,8,Platinum
C100875,121.0,2.0,1582.1000000000001,0,Steady Redeemers,33,M,South Conniebury,Low,58,Green
C100876,195.0,3.0,2437.75,0,Steady Redeemers,43,M,Riosville,High,46,Gold
C100877,102.0,6.0,13567.63,3,"Champions (high-value, engaged)",47,F,East Thomasberg,High,31,Platinum
C100878,124.0,4.0,2342.72,3,"Champions (high-value, engaged)",43,F,New Erin,Low,93,Green
C100879,42.0,2.0,991.3800000000001,0,Steady Redeemers,35,M,North Heatherville,Mid,9,Green
C100880,134.0,6.0,7839.46,3,"Champions (high-value, engaged)",47,M,Bensonfort,Mid,15,Platinum
C100881,-1.0,4.0,13005.36,3,"Champions (high-value, engaged)",30,M,East Patrickville,High,94,Gold
C100882,5.0,8.0,8270.76,3,"Champions (high-value, engaged)",40,F,West Michaelport,Low,154,Gold
C100883,464.0,1.0,294.93,2,At-Risk / Lapsing,46,F,South Kiara,Low,138,Green
C100884,51.0,5.0,15208.95,3,"Champions (high-value, engaged)",44,M,Lake Victoria,High,29,Gold
C100885,102.0,2.0,1582.09,0,Steady Redeemers,44,M,North Alyssa,Low,80,Green
C100886,181.0,4.0,6459.87,3,"Champions (high-value, engaged)",44,M,New Debramouth,High,36,Platinum
C100887,42.0,4.0,2986.75,3,"Champions (high-value, engaged)",26,M,Jenniferberg,Mid,84,Gold
C100888,560.0,0.0,0.0,1,Low-Engagement / New,38,F,Jensenmouth,Low,109,Gold
C100889,182.0,1.0,4032.77,0,Steady Redeemers,27,M,North Peggy,Mid,118,Green
C100890,461.0,1.0,10937.96,2,At-Risk / Lapsing,34,M,Port David,High,37,Platinum
C100891,386.0,2.0,6533.780000000001,2,At-Risk / Lapsing,25,M,Bellchester,High,86,Gold
C100892,428.0,3.0,6675.98,2,At-Risk / Lapsing,41,F,Kyliebury,High,71,Platinum
C100893,560.0,0.0,0.0,1,Low-Engagement / New,21,M,Deannabury,Mid,151,Green
C100894,560.0,0.0,0.0,1,Low-Engagement / New,44,F,Kimberlytown,High,169,Platinum
C100895,345.0,2.0,1025.42,2,At-Risk / Lapsing,38,F,Jamiehaven,Mid,93,Gold
C100896,41.0,2.0,1504.87,0,Steady Redeemers,58,F,Lake Peter,Mid,80,Green
C100897,26.0,2.0,1395.15,0,Steady Redeemers,35,M,Port Rachaelbury,High,102,Gold
C100898,16.0,6.0,6455.11,3,"Champions (high-value, engaged)",35,M,Cruzbury,Low,156,Green
C100899,560.0,0.0,0.0,1,Low-Engagement / New,45,M,Littleland,Low,176,Green
C100900,117.0,1.0,1663.01,0,Steady Redeemers,36,M,West Sarahberg,Mid,166,Green
C100901,56.0,4.0,2787.42,3,"Champions (high-value, engaged)",41,M,Valenciashire,Low,159,Gold
C100902,189.0,4.0,1311.71,0,Steady Redeemers,48,M,Diazburgh,Low,14,Gold
C100903,2.0,6.0,3581.24,3,"Champions (high-value, engaged)",35,M,Bestland,Mid,117,Gold
C100904,20.0,3.0,2612.73,0,Steady Redeemers,51,M,New Carlosview,Mid,73,Green
C100905,85.0,7.0,23238.09,3,"Champions (high-value, engaged)",21,F,North Sandra,High,91,Platinum
C100906,112.0,2.0,1796.68,0,Steady Redeemers,55,M,Hunterhaven,High,90,Platinum
C100907,127.0,4.0,3601.88,3,"Champions (high-value, engaged)",21,M,Hendersonfurt,Mid,29,Green
C100908,45.0,5.0,8052.399999999999,3,"Champions (high-value, engaged)",52,M,Lake Amandaberg,Mid,179,Green
C100909,223.0,3.0,2902.4,0,Steady Redeemers,21,F,Christopherland,Mid,49,Gold
C100910,9.0,4.0,9105.7,3,"Champions (high-value, engaged)",59,F,Port Eric,Mid,171,Gold
C100911,90.0,2.0,931.26,0,Steady Redeemers,39,M,Peterland,Mid,72,Gold
C100912,8.0,5.0,8565.55,3,"Champions (high-value, engaged)",27,F,Hollybury,Mid,133,Gold
C100913,70.0,6.0,14594.3,3,"Champions (high-value, engaged)",58,M,East Christopherchester,Mid,42,Green
C100914,321.0,3.0,1285.5,2,At-Risk / Lapsing,26,F,South Cherylton,Mid,135,Platinum
C100915,404.0,1.0,1717.82,2,At-Risk / Lapsing,35,F,Elizabethburgh,Mid,42,Gold
C100916,50.0,2.0,1789.1799999999998,0,Steady Redeemers,66,F,North Jeantown,Mid,164,Green
C100917,17.0,3.0,4817.24,0,Steady Redeemers,42,F,South Stephanie,Affluent,105,Green
C100918,44.0,4.0,4733.28,3,"Champions (high-value, engaged)",21,M,Garyberg,High,27,Gold
C100919,30.0,2.0,4242.030000000001,0,Steady Redeemers,34,M,Jessicaville,Low,58,Gold
C100920,52.0,5.0,17114.06,3,"Champions (high-value, engaged)",34,M,West Lindsayview,High,46,Gold
C100921,51.0,8.0,7683.59,3,"Champions (high-value, engaged)",40,F,West Jennifershire,Mid,66,Centurion
C100922,105.0,9.0,10449.74,3,"Champions (high-value, engaged)",37,M,South Spencerstad,High,25,Green
C100923,6.0,5.0,8418.67,3,"Champions (high-value, engaged)",44,M,South Micheleburgh,High,73,Centurion
C100924,22.0,4.0,5322.74,3,"Champions (high-value, engaged)",21,M,Ericville,Mid,117,Gold
C100925,-13.0,3.0,2306.25,0,Steady Redeemers,31,M,East Joycetown,Low,155,Gold
C100926,-9.0,5.0,11493.05,3,"Champions (high-value, engaged)",41,F,Port Michellebury,Mid,129,Platinum
C100927,161.0,2.0,1693.3500000000001,0,Steady Redeemers,29,M,South Michaelberg,Mid,87,Gold
C100928,179.0,3.0,2833.71,0,Steady Redeemers,50,M,Port Austin,Mid,74,Green
C100929,152.0,3.0,1892.09,0,Steady Redeemers,29,M,Walkerbury,Mid,170,Platinum
C100930,22.0,7.0,6980.25,3,"Champions (high-value, engaged)",39,F,Moonmouth,Low,180,Gold
C100931,103.0,4.0,11815.380000000001,3,"Champions (high-value, engaged)",36,M,Margaretshire,High,153,Gold
C100932,560.0,0.0,0.0,1,Low-Engagement / New,26,M,Davidton,Affluent,125,Platinum
C100933,48.0,1.0,1987.88,0,Steady Redeemers,38,F,East Linda,Mid,67,Gold
C100934,560.0,0.0,0.0,1,Low-Engagement / New,23,M,South Caseymouth,Low,6,Gold
C100935,560.0,0.0,0.0,1,Low-Engagement / New,33,M,Kiaraport,Mid,125,Gold
C100936,488.0,4.0,2784.7599999999998,2,At-Risk / Lapsing,38,F,Christophermouth,Low,58,Gold
C100937,100.0,3.0,5782.26,0,Steady Redeemers,22,M,West Jamesshire,Affluent,70,Green
C100938,560.0,0.0,0.0,1,Low-Engagement / New,44,M,Jodibury,Low,53,Platinum
C100939,560.0,0.0,0.0,1,Low-Engagement / New,40,F,Richardsonfort,Mid,66,Green
C100940,103.0,4.0,5502.31,3,"Champions (high-value, engaged)",43,M,Lake Rachel,Mid,58,Gold
C100941,560.0,0.0,0.0,1,Low-Engagement / New,38,M,East Adam,Mid,82,Platinum
C100942,81.0,4.0,6996.8099999999995,3,"Champions (high-value, engaged)",25,F,Johnsonside,High,87,Green
C100943,145.0,1.0,1412.27,0,Steady Redeemers,37,F,Cynthiatown,High,2,Green
C100944,41.0,6.0,7251.2,3,"Champions (high-value, engaged)",44,F,Aaronfurt,Mid,150,Green
C100945,47.0,4.0,2855.17,3,"Champions (high-value, engaged)",24,M,Daltonhaven,Low,37,Gold
C100946,165.0,3.0,1942.69,0,Steady Redeemers,25,M,South Travis,Low,148,Platinum
C100947,-6.0,3.0,3669.1800000000003,0,Steady Redeemers,35,F,East Jenniferland,Affluent,103,Gold
C100948,72.0,6.0,10495.63,3,"Champions (high-value, engaged)",33,M,East Phyllishaven,High,24,Green
C100949,148.0,4.0,3835.81,3,"Champions (high-value, engaged)",37,M,Haynesstad,Mid,112,Gold
C100950,24.0,4.0,2643.66,3,"Champions (high-value, engaged)",34,F,Villegasland,Mid,65,Gold
C100951,46.0,6.0,8663.24,3,"Champions (high-value, engaged)",39,M,New Dennisfurt,High,129,Green
C100952,107.0,1.0,332.83,0,Steady Redeemers,51,M,New Ashleychester,Low,117,Gold
C100953,178.0,1.0,2902.66,0,Steady Redeemers,43,M,East Kelly,Affluent,116,Green
C100954,72.0,6.0,7809.51,3,"Champions (high-value, engaged)",38,F,Sarafurt,Mid,105,Platinum
C100955,140.0,2.0,1923.89,0,Steady Redeemers,25,M,Louisview,Mid,3,Green
C100956,36.0,4.0,8838.91,3,"Champions (high-value, engaged)",30,M,North Sherry,Mid,46,Green
C100957,108.0,4.0,3433.54,3,"Champions (high-value, engaged)",47,M,Port Kayla,Low,55,Platinum
C100958,121.0,6.0,3333.8,3,"Champions (high-value, engaged)",32,F,East Danielmouth,Low,75,Gold
C100959,-6.0,4.0,4543.36,3,"Champions (high-value, engaged)",27,M,Edwardsville,High,45,Green
C100960,560.0,0.0,0.0,1,Low-Engagement / New,61,M,Tamiborough,Low,154,Platinum
C100961,2.0,4.0,2873.44,3,"Champions (high-value, engaged)",54,F,Parkerview,Mid,77,Gold
C100962,6.0,1.0,2175.01,0,Steady Redeemers,36,M,North Ericport,Mid,24,Green
C100963,58.0,3.0,4613.25,0,Steady Redeemers,26,M,East Marymouth,Mid,35,Gold
C100964,14.0,3.0,2098.7200000000003,0,Steady Redeemers,45,F,North Jennifer,Mid,24,Platinum
C100965,132.0,3.0,1568.1999999999998,0,Steady Redeemers,32,F,Randyton,Mid,28,Gold
C100966,-2.0,2.0,4792.0,0,Steady Redeemers,47,M,Jorgeburgh,High,16,Green
C100967,560.0,0.0,0.0,1,Low-Engagement / New,32,F,South Melissaside,Mid,59,Gold
C100968,24.0,6.0,7831.37,3,"Champions (high-value, engaged)",56,M,North Steven,Mid,144,Gold
C100969,49.0,7.0,7197.820000000001,3,"Champions (high-value, engaged)",32,F,North Alexander,Mid,15,Platinum
C100970,-3.0,3.0,3743.0800000000004,0,Steady Redeemers,64,F,East James,High,11,Green
C100971,190.0,2.0,2761.33,0,Steady Redeemers,40,F,Watsonland,Affluent,79,Gold
C100972,176.0,3.0,3270.05,0,Steady Redeemers,53,M,Samanthaland,High,115,Green
C100973,140.0,1.0,508.39,0,Steady Redeemers,32,M,North Jamesmouth,Mid,68,Gold
C100974,310.0,4.0,3498.14,2,At-Risk / Lapsing,23,F,North Rebecca,Low,43,Centurion
C100975,33.0,2.0,2948.61,0,Steady Redeemers,21,F,Davidmouth,Mid,69,Green
C100976,316.0,3.0,3555.16,2,At-Risk / Lapsing,52,F,East Sandrachester,Mid,141,Green
C100977,161.0,1.0,399.66,0,Steady Redeemers,38,M,Crawfordfurt,Low,138,Gold
C100978,124.0,4.0,2606.66,3,"Champions (high-value, engaged)",24,M,Thompsonborough,Mid,75,Gold
C100979,159.0,2.0,1551.54,0,Steady Redeemers,52,F,West Joshua,Mid,103,Green
C100980,47.0,2.0,1959.23,0,Steady Redeemers,50,F,North Christina,Mid,41,Gold
C100981,167.0,7.0,19236.21,3,"Champions (high-value, engaged)",53,M,Lake Kenneth,High,178,Platinum
C100982,176.0,3.0,4857.29,0,Steady Redeemers,23,F,Andradefort,Low,59,Gold
C100983,69.0,6.0,5819.1,3,"Champions (high-value, engaged)",51,F,North Joshuaberg,Low,39,Gold
C100984,56.0,2.0,3159.04,0,Steady Redeemers,42,M,Gonzalezhaven,High,3,Green
C100985,78.0,7.0,9726.68,3,"Champions (high-value, engaged)",53,F,Lake Virginia,Mid,7,Platinum
C100986,50.0,6.0,6230.639999999999,3,"Champions (high-value, engaged)",43,M,South Kimberlystad,High,49,Green
C100987,26.0,4.0,5630.83,3,"Champions (high-value, engaged)",39,F,Stephensfort,Mid,26,Green
C100988,213.0,8.0,7474.42,3,"Champions (high-value, engaged)",51,F,Robertahaven,Mid,161,Green
C100989,121.0,5.0,9252.65,3,"Champions (high-value, engaged)",47,M,Paulburgh,High,101,Gold
C100990,517.0,1.0,804.44,2,At-Risk / Lapsing,49,F,West Carlatown,High,176,Platinum
C100991,334.0,1.0,6728.97,2,At-Risk / Lapsing,32,F,Brianfort,High,79,Green
C100992,77.0,5.0,4190.13,3,"Champions (high-value, engaged)",36,F,Katiebury,Mid,2,Platinum
C100993,-15.0,6.0,6354.389999999999,3,"Champions (high-value, engaged)",21,M,North John,Mid,127,Platinum
C100994,332.0,5.0,2003.24,2,At-Risk / Lapsing,31,M,West Amanda,Mid,160,Gold
C100995,49.0,2.0,2173.92,0,Steady Redeemers,46,F,Port Wendybury,Low,132,Platinum
C100996,32.0,4.0,6793.1,3,"Champions (high-value, engaged)",44,M,Kellyburgh,Affluent,20,Green
C100997,124.0,3.0,1008.73,0,Steady Redeemers,27,M,East Brittany,Low,117,Green
C100998,468.0,1.0,2789.22,2,At-Risk / Lapsing,52,M,Robintown,Affluent,164,Platinum
C100999,452.0,1.0,730.65,2,At-Risk / Lapsing,70,M,Staceyshire,Mid,32,Gold
C101000,193.0,2.0,1380.31,0,Steady Redeemers,28,F,New Stacy,Low,28,Green
C101001,98.0,1.0,428.86,0,Steady Redeemers,35,F,Weaverburgh,Mid,77,Gold
C101002,166.0,2.0,18161.93,0,Steady Redeemers,31,F,Johnsonton,High,1,Platinum
C101003,250.0,2.0,2009.77,2,At-Risk / Lapsing,36,F,New Jeffery,High,56,Gold
C101004,21.0,3.0,3100.27,0,Steady Redeemers,41,F,Smithborough,High,35,Green
C101005,217.0,2.0,3852.6,0,Steady Redeemers,30,M,West Jennifer,High,112,Gold
C101006,175.0,2.0,5325.46,0,Steady Redeemers,34,F,Brianberg,High,30,Platinum
C101007,143.0,2.0,7263.6900000000005,0,Steady Redeemers,38,M,Port Daniel,High,54,Green
C101008,414.0,1.0,1029.58,2,At-Risk / Lapsing,43,F,Susanstad,Mid,36,Green
C101009,182.0,1.0,382.67,0,Steady Redeemers,54,M,Willismouth,Mid,80,Gold
C101010,163.0,2.0,3200.98,0,Steady Redeemers,37,M,Marcusburgh,Mid,58,Gold
C101011,425.0,1.0,1440.95,2,At-Risk / Lapsing,31,M,Connerfort,Affluent,83,Green
C101012,53.0,5.0,10996.01,3,"Champions (high-value, engaged)",45,M,Grantside,Affluent,65,Green
C101013,560.0,0.0,0.0,1,Low-Engagement / New,42,M,Jeffreyshire,Low,69,Green
C101014,75.0,3.0,7473.75,0,Steady Redeemers,35,M,South Kurt,High,128,Green
C101015,26.0,2.0,6161.83,0,Steady Redeemers,43,M,Davidtown,Affluent,51,Green
C101016,34.0,5.0,4347.59,3,"Champions (high-value, engaged)",33,M,Rosalesshire,Low,22,Gold
C101017,446.0,1.0,4312.13,2,At-Risk / Lapsing,32,M,East Carriebury,Mid,107,Gold
C101018,86.0,3.0,7177.93,0,Steady Redeemers,21,M,South Donaldland,Affluent,109,Gold
C101019,357.0,2.0,2040.7399999999998,2,At-Risk / Lapsing,34,F,West Toni,Low,116,Gold
C101020,494.0,2.0,2970.39,2,At-Risk / Lapsing,21,F,Lake Nicole,High,101,Green
C101021,145.0,3.0,2922.77,0,Steady Redeemers,30,F,Port Jennamouth,Mid,100,Gold
C101022,-5.0,3.0,11674.4,3,"Champions (high-value, engaged)",44,F,Smithborough,Affluent,164,Green
C101023,106.0,8.0,25764.52,3,"Champions (high-value, engaged)",21,F,Lake Carlos,Affluent,68,Green
C101024,560.0,0.0,0.0,1,Low-Engagement / New,35,F,Kristintown,Affluent,36,Green
C101025,161.0,3.0,3759.58,0,Steady Redeemers,38,M,South Samuelchester,Mid,180,Centurion
C101026,44.0,3.0,3113.17,0,Steady Redeemers,35,F,South Trevor,High,178,Green
C101027,-7.0,4.0,6168.6,3,"Champions (high-value, engaged)",32,M,Bellfurt,High,169,Platinum
C101028,171.0,2.0,2299.82,0,Steady Redeemers,41,F,Port Timothyshire,Mid,146,Green
C101029,560.0,0.0,0.0,1,Low-Engagement / New,43,F,East Shannon,High,22,Gold
C101030,9.0,6.0,9330.41,3,"Champions (high-value, engaged)",38,F,West Andrewview,Low,66,Platinum
C101031,237.0,1.0,321.54,2,At-Risk / Lapsing,33,M,North Matthewfurt,Mid,21,Green
C101032,10.0,4.0,3637.75,3,"Champions (high-value, engaged)",47,F,Lake Charles,Mid,100,Green
C101033,57.0,4.0,5483.85,3,"Champions (high-value, engaged)",23,F,West Brookefort,Low,128,Centurion
C101034,44.0,3.0,1100.82,0,Steady Redeemers,45,M,South Sherriburgh,Low,44,Gold
C101035,144.0,1.0,2981.79,0,Steady Redeemers,42,F,Mooreville,High,103,Green
C101036,166.0,2.0,1302.71,0,Steady Redeemers,40,M,Jamieborough,Mid,47,Green
C101037,560.0,0.0,0.0,1,Low-Engagement / New,37,M,Terryside,High,39,Platinum
C101038,560.0,0.0,0.0,1,Low-Engagement / New,21,M,Donnaport,Low,29,Platinum
C101039,258.0,1.0,1161.16,2,At-Risk / Lapsing,53,F,North Brandon,Mid,54,Gold
C101040,119.0,4.0,2298.99,3,"Champions (high-value, engaged)",47,M,Hernandezstad,Mid,90,Green
C101041,382.0,2.0,3032.72,2,At-Risk / Lapsing,27,M,South Christopherfort,High,85,Platinum
C101042,264.0,1.0,2049.42,2,At-Risk / Lapsing,46,M,North Anthony,Mid,17,Green
C101043,210.0,2.0,1219.43,0,Steady Redeemers,40,M,Lake Kelly,Mid,80,Gold
C101044,106.0,3.0,2447.12,0,Steady Redeemers,31,M,South Meganport,High,159,Gold
C101045,143.0,2.0,862.3299999999999,0,Steady Redeemers,51,M,Ruizview,Mid,73,Green
C101046,56.0,3.0,4022.16,0,Steady Redeemers,33,M,Lake Amyburgh,Mid,49,Gold
C101047,38.0,1.0,324.08,0,Steady Redeemers,52,M,Nicolestad,Low,101,Platinum
C101048,53.0,3.0,3167.63,0,Steady Redeemers,43,M,South Bradley,High,2,Platinum
C101049,203.0,2.0,459.02,0,Steady Redeemers,48,F,Marshallbury,Low,176,Green
C101050,129.0,5.0,9138.32,3,"Champions (high-value, engaged)",44,F,Anneberg,High,142,Green
C101051,139.0,4.0,3128.4900000000002,3,"Champions (high-value, engaged)",43,M,North Elizabethside,Mid,59,Green
C101052,53.0,3.0,5693.2,0,Steady Redeemers,40,M,Arellanoshire,Affluent,97,Green
C101053,4.0,6.0,6936.85,3,"Champions (high-value, engaged)",30,F,New Bruce,High,99,Gold
C101054,58.0,4.0,5074.030000000001,3,"Champions (high-value, engaged)",38,M,Cardenaschester,Affluent,103,Gold
C101055,353.0,3.0,2832.35,2,At-Risk / Lapsing,48,F,Armstrongbury,Mid,179,Green
C101056,92.0,3.0,7089.13,0,Steady Redeemers,45,M,Evansfurt,High,2,Green
C101057,389.0,4.0,2303.45,2,At-Risk / Lapsing,43,M,New Ashleyhaven,Mid,41,Green
C101058,300.0,3.0,2414.27,2,At-Risk / Lapsing,21,F,North Stacy,Mid,123,Gold
C101059,183.0,3.0,3811.91,0,Steady Redeemers,35,F,Thompsonburgh,Mid,82,Gold
C101060,91.0,4.0,5765.450000000001,3,"Champions (high-value, engaged)",34,M,Port James,High,144,Gold
C101061,45.0,8.0,21730.86,3,"Champions (high-value, engaged)",25,M,South Christianchester,Affluent,132,Gold
C101062,100.0,5.0,15262.89,3,"Champions (high-value, engaged)",47,F,Port Courtney,High,140,Gold
C101063,136.0,3.0,3463.0,0,Steady Redeemers,21,M,Luisland,Mid,29,Gold
C101064,92.0,4.0,6504.110000000001,3,"Champions (high-value, engaged)",47,F,South Angelaside,Mid,135,Green
C101065,40.0,4.0,4766.9,3,"Champions (high-value, engaged)",52,M,Melissahaven,High,14,Gold
C101066,198.0,3.0,2183.8900000000003,0,Steady Redeemers,35,M,Starktown,Mid,12,Green
C101067,94.0,4.0,3900.56,3,"Champions (high-value, engaged)",37,M,Rodriguezberg,Low,99,Green
C101068,20.0,2.0,3302.1499999999996,0,Steady Redeemers,48,F,New Brianna,Mid,133,Centurion
C101069,26.0,1.0,2865.47,0,Steady Redeemers,29,M,North Annaville,Mid,81,Green
C101070,50.0,1.0,10082.84,0,Steady Redeemers,45,M,Mikaylastad,Mid,106,Gold
C101071,170.0,3.0,3638.4300000000003,0,Steady Redeemers,27,M,Bakerfort,Mid,32,Gold
C101072,103.0,2.0,1835.6999999999998,0,Steady Redeemers,24,F,Johnsonview,Low,74,Green
C101073,100.0,4.0,3542.5200000000004,3,"Champions (high-value, engaged)",41,F,Thomasfurt,Low,171,Green
C101074,39.0,9.0,20565.54,3,"Champions (high-value, engaged)",37,F,South Pamelamouth,Affluent,81,Gold
C101075,15.0,2.0,725.41,0,Steady Redeemers,21,F,North Julie,Mid,69,Green
C101076,560.0,0.0,0.0,1,Low-Engagement / New,53,M,Pennytown,Mid,45,Green
C101077,-12.0,2.0,1103.25,0,Steady Redeemers,33,F,Lisaport,High,106,Centurion
C101078,130.0,5.0,4005.14,3,"Champions (high-value, engaged)",43,M,Juanfort,Mid,137,Gold
C101079,44.0,2.0,6249.1900000000005,0,Steady Redeemers,55,M,Port Jeremyport,Affluent,177,Green
C101080,236.0,2.0,1562.32,2,At-Risk / Lapsing,40,M,Schroedermouth,High,161,Green
C101081,442.0,1.0,2542.98,2,At-Risk / Lapsing,52,F,Jessicaland,Low,100,Gold
C101082,3.0,5.0,4012.1000000000004,3,"Champions (high-value, engaged)",28,F,South Jason,Mid,146,Green
C101083,488.0,1.0,657.25,2,At-Risk / Lapsing,53,F,Figueroahaven,High,9,Green
C101084,189.0,1.0,5168.3,0,Steady Redeemers,28,F,Lorihaven,Affluent,62,Gold
C101085,31.0,4.0,4154.58,3,"Champions (high-value, engaged)",31,F,North Larry,Mid,29,Green
C101086,17.0,4.0,1872.58,3,"Champions (high-value, engaged)",21,F,Taylorhaven,Mid,125,Gold
C101087,341.0,4.0,2190.87,2,At-Risk / Lapsing,40,M,East Jamesborough,Low,114,Gold
C101088,86.0,3.0,7986.909999999999,0,Steady Redeemers,44,F,East Antonioton,Affluent,153,Green
C101089,541.0,1.0,794.67,2,At-Risk / Lapsing,46,F,Janetview,Mid,143,Green
C101090,59.0,1.0,1249.43,0,Steady Redeemers,22,F,Madisonhaven,Affluent,134,Gold
C101091,31.0,3.0,6240.25,0,Steady Redeemers,42,M,Reidville,Mid,120,Gold
C101092,60.0,4.0,2301.1,3,"Champions (high-value, engaged)",42,M,East Nathanmouth,Mid,170,Green
C101093,-13.0,5.0,5680.5599999999995,3,"Champions (high-value, engaged)",44,M,Port Thomas,Mid,157,Green
C101094,131.0,8.0,5901.93,3,"Champions (high-value, engaged)",29,M,Maxview,Mid,79,Centurion
C101095,106.0,2.0,3611.54,0,Steady Redeemers,21,M,West Anthonyton,Low,93,Green
C101096,118.0,2.0,2061.07,0,Steady Redeemers,45,F,Port Ashley,Mid,4,Centurion
C101097,252.0,4.0,2703.62,3,"Champions (high-value, engaged)",36,F,Port Jeffrey,Low,82,Green
C101098,31.0,2.0,3496.6499999999996,0,Steady Redeemers,41,F,Lake Jamie,High,177,Green
C101099,16.0,8.0,5108.889999999999,3,"Champions (high-value, engaged)",36,M,Palmertown,Mid,172,Gold
C101100,0.0,5.0,6161.080000000001,3,"Champions (high-value, engaged)",40,M,Buckburgh,Low,75,Green
C101101,152.0,3.0,14027.5,3,"Champions (high-value, engaged)",46,M,East Johnnyport,Affluent,14,Green
C101102,258.0,2.0,2551.29,2,At-Risk / Lapsing,21,M,Rodneyfurt,High,131,Green
C101103,68.0,2.0,10916.24,0,Steady Redeemers,50,M,Stephenborough,Affluent,114,Centurion
C101104,9.0,6.0,13415.880000000001,3,"Champions (high-value, engaged)",35,M,Turnerhaven,Affluent,62,Green
C101105,193.0,2.0,6457.089999999999,0,Steady Redeemers,55,F,Silvatown,Low,106,Gold
C101106,-7.0,2.0,1096.24,0,Steady Redeemers,32,M,Annaport,Mid,64,Gold
C101107,151.0,5.0,7038.46,3,"Champions (high-value, engaged)",30,F,Gabriellefort,High,102,Gold
C101108,8.0,4.0,3570.0,3,"Champions (high-value, engaged)",36,F,West Vanessamouth,High,173,Gold
C101109,11.0,3.0,3198.28,0,Steady Redeemers,43,F,Joseport,Low,106,Green
C101110,53.0,2.0,3229.82,0,Steady Redeemers,34,F,East Zachary,High,20,Green
C101111,560.0,0.0,0.0,1,Low-Engagement / New,44,F,North Linda,Mid,58,Green
C101112,12.0,6.0,4425.74,3,"Champions (high-value, engaged)",33,F,Guerreroberg,Mid,112,Green
C101113,306.0,6.0,7503.03,3,"Champions (high-value, engaged)",38,F,Lake Tylerport,Mid,57,Green
C101114,145.0,7.0,6346.51,3,"Champions (high-value, engaged)",62,M,Rebeccafurt,Mid,119,Green
C101115,334.0,1.0,1010.48,2,At-Risk / Lapsing,41,M,Doyleshire,Mid,97,Platinum
C101116,61.0,3.0,1221.07,0,Steady Redeemers,42,F,West Jessica,Low,92,Platinum
C101117,-23.0,4.0,7655.04,3,"Champions (high-value, engaged)",21,M,Lake Amanda,High,52,Green
C101118,39.0,4.0,5399.99,3,"Champions (high-value, engaged)",52,F,Knoxstad,Mid,37,Green
C101119,16.0,4.0,2322.5,3,"Champions (high-value, engaged)",49,F,Meganside,Low,8,Green
C101120,36.0,2.0,3671.37,0,Steady Redeemers,30,M,West Connor,High,44,Green
C101121,8.0,11.0,24606.82,3,"Champions (high-value, engaged)",49,M,Lake Jonathan,Affluent,98,Green
C101122,51.0,2.0,3446.04,0,Steady Redeemers,41,F,Lake Rachel,High,133,Platinum
C101123,280.0,3.0,5341.33,2,At-Risk / Lapsing,38,F,East Michaelport,High,118,Green
C101124,135.0,6.0,9928.72,3,"Champions (high-value, engaged)",52,F,Frenchmouth,High,69,Green
C101125,106.0,4.0,3137.3500000000004,3,"Champions (high-value, engaged)",32,F,Jorgeport,Mid,159,Green
C101126,280.0,3.0,1850.41,2,At-Risk / Lapsing,30,F,Yorkfort,Low,45,Centurion
C101127,450.0,1.0,2140.15,2,At-Risk / Lapsing,40,F,Port Cynthiashire,Mid,137,Platinum
C101128,51.0,2.0,3338.89,0,Steady Redeemers,43,M,South Pamelahaven,Mid,32,Gold
C101129,115.0,5.0,5456.24,3,"Champions (high-value, engaged)",48,M,Port Erinhaven,Mid,33,Gold
C101130,316.0,2.0,6741.15,2,At-Risk / Lapsing,36,M,Robertberg,High,126,Green
C101131,1.0,4.0,2668.93,3,"Champions (high-value, engaged)",28,M,East Matthew,Mid,67,Green
C101132,112.0,2.0,1350.72,0,Steady Redeemers,65,M,Thomasburgh,Low,30,Gold
C101133,146.0,3.0,3170.32,0,Steady Redeemers,26,F,South Marvinburgh,Mid,114,Platinum
C101134,306.0,1.0,779.39,2,At-Risk / Lapsing,38,F,Cynthiatown,High,29,Green
C101135,-10.0,2.0,913.25,0,Steady Redeemers,46,F,Hillburgh,Low,131,Green
C101136,472.0,1.0,2833.3,2,At-Risk / Lapsing,50,F,South Kristen,High,30,Gold
C101137,197.0,1.0,490.17,2,At-Risk / Lapsing,31,M,East Christinachester,Mid,137,Green
C101138,27.0,3.0,2888.75,0,Steady Redeemers,21,M,Pattersonfort,Mid,154,Gold
C101139,194.0,6.0,8272.24,3,"Champions (high-value, engaged)",31,F,Smithside,Mid,130,Green
C101140,67.0,3.0,8193.17,0,Steady Redeemers,47,M,Lake Nathan,High,62,Green
C101141,34.0,1.0,647.13,0,Steady Redeemers,45,F,West Katherinehaven,Mid,3,Gold
C101142,269.0,1.0,1552.6,2,At-Risk / Lapsing,45,M,North Erica,High,174,Platinum
